,geometry,toponyms,value_counts
1422,POINT (31.10165 30.27628),"['تنتيتا', 'طنت']",
1423,POINT (68.31762999999999 42.66945),['كدر'],
1425,POINT (61.61458 37.60594),['هرمز فره'],
1426,POINT (39.46613 35.32264),"['الغريز ', 'العرير']",
1427,POINT (44.03504 14.1937),['السحول'],
1428,POINT (54.04249 35.97336),['جرمجوي'],
1429,POINT (47.6964 30.49305),['نهر المعقل'],
1431,POINT (56.6147 29.7101),['كرستان'],
1432,POINT (49.31456 31.22889),['عبدين'],
1433,POINT (59.95269 43.19354),"['قرية براتكين', 'قرية فراتكين', 'قرية قراتجين']",
1434,POINT (51.79877 32.23981),['خان رش'],
1435,POINT (39.79161 21.53869),['التنعيم'],
1436,POINT (47.46081 39.86701),['البيلقان'],
1437,POINT (35.66897 36.94067),['المصيصة'],
1438,POINT (5.0297 35.54259),['مقرة'],
1439,POINT (14.86251 31.98024),['تورغة'],
1440,POINT (49.70675 30.25118),"['هندوان', 'هنديجان']",
1441,POINT (6.65773 34.76281),['بادس'],
1443,POINT (50.27838 29.92283),"['سينيز', 'شينيز']",
1444,POINT (67.70299 36.74621),['خلم'],
1445,POINT (30.75642 30.87466),['ببيج'],
1446,POINT (45.439 15.55742),['مارب'],
1447,POINT (10.26628 36.87916),['قرطاجنة'],
1448,POINT (65.69197 31.64414),['قندهار'],
1449,POINT (48.38086 40.88004),"['الابخان', 'لايجان', 'ليزان', 'ليزان', 'ليران']",
1450,POINT (66.00329000000001 37.51897),['بلخان'],
1451,POINT (67.33448 32.4844),"['خايسار', 'خابشان', 'خابسار']",
1452,POINT (3.91612 36.3622),['سوق حمزة'],
1453,POINT (36.02468 33.64139),['الفيجة'],
1454,POINT (68.40733 33.56409),"['غزنة', 'غزنين']",
1456,POINT (-6.66965 37.38969),['لبلة'],
1457,POINT (55.74854 29.46102),['السيرجان'],
1458,POINT (55.67094 36.39341),['المرجان'],
1459,POINT (63.17371 30.47359),"['نهر هلمند', 'نهر هندمند', 'نهر هيرميد', 'نهر هيرمند']",
1460,POINT (37.46475 31.21242),['النبك'],
1461,POINT (48.38086 40.88004),"['الابخان', 'لايجان', 'ليزان', 'ليزان', 'ليران']",
1462,POINT (65.19678999999999 37.86572),"['زم', 'كركه']",
1463,POINT (50.54227 34.68541),['اوة'],
1464,POINT (51.11259 34.44607),['قرية المجوس'],
1465,POINT (44.06385 33.41382),['السيلحين'],
1466,POINT (52.74824 29.7751),['ركان'],
1467,POINT (62.26752 27.36457),['دزك'],
1468,POINT (53.11807 36.53215),['سارية'],
1469,POINT (38.19495 37.49466),"['قصر سنجة', 'سنجة']",
1471,POINT (44.9846 32.91181),['دير العاقول'],
1472,POINT (41.37298 32.07507),['الخلاط'],
1473,POINT (58.63618 34.24652),"['ينابيذ', 'جنابذ']",
1474,POINT (44.63801 33.73126),['باجسرى'],
1475,POINT (53.39087 23.69448),['البينونة'],
1476,POINT (-7.17841 31.78429),['تندلي'],
1477,POINT (2.0298 36.21928),['بنو واريفن'],
1479,POINT (36.9334 34.31043),['صدد'],
1480,POINT (53.73617 29.7821),['اباذة'],
1481,POINT (69.75409000000001 42.23062),['اسبيجاب'],
1482,POINT (64.07172 39.55752),['بيكند'],
1483,POINT (31.21094 30.70718),['زفتا جواد'],
1484,POINT (51.63759 36.0318),"['جبل روبنج', 'رينج']",
1485,POINT (50.38864 29.74023),['سنجاهان'],
1486,POINT (53.6192 30.46456),['بوان'],
1487,POINT (52.36669 33.37701),['اردستان'],
1488,POINT (70.89511 40.92611),['وانكث'],
1489,POINT (67.38308000000001 39.79611),"['اباركث', 'بركاث']",
1490,POINT (37.89149 28.87521),['ثجر'],
1491,POINT (40.76716 31.48039),"['الخنفس', 'الحنفس', 'الجنفس']",
1492,POINT (68.29439000000001 42.7449),"['فاراب', 'باراب']",
1493,POINT (63.61874 39.17015),['فربر'],
1494,POINT (72.24681 33.90757),['ويهند'],
1495,POINT (80.03921 27.11654),['قنوج'],
1496,POINT (6.62703 36.3379),"['القسطنطنية', 'قسطنطنية']",
1497,POINT (68.31570000000001 43.25),['شاوغر'],
1498,POINT (47.47958 34.37821),"['بيستون', 'بهستون']",
1499,POINT (6.58045 35.22457),['جبل اوراس'],
1500,POINT (65.10068 35.7211),['جوزجان'],
1502,POINT (50.21436 30.06436),['مهروبان'],
1503,POINT (67.89454000000001 38.26337),['الصغانيان'],
1504,POINT (50.42781 30.9971),['سردان'],
1505,POINT (72.25505 41.28774),['اردلانكث'],
1506,POINT (67.21505999999999 39.33812),['الشاوذار'],
1507,POINT (31.38569 30.1607),['جب عميرة'],
1508,POINT (40.45784 34.98817),['رحبة ملك ابن طوق'],
1509,POINT (9.11248 36.81309),['مكنة ابو منصور'],
1510,POINT (44.64201 33.70578),['بوهرز'],
1511,POINT (43.03594 15.96703),['حيران'],
1512,POINT (44.25892 15.45562),['رحابة'],
1513,POINT (32.94356 23.99294),"['بلاق', 'ابلاق']",
1514,POINT (15.1673 37.62947),['الياج'],
1515,POINT (67.07594 37.69255),['هاشمجرد'],
1516,POINT (32.73283 26.17068),['قنا'],
1517,POINT (40.71642 35.62321),['الحصين'],
1518,POINT (51.55235 30.12743),"['نوبندجان', 'نوبنجان']",
1519,POINT (47.75372 38.21805),['جبل سبلان'],
1521,POINT (46.66017 38.56125),['ورزقان'],
1522,POINT (44.1742 13.66709),['السكاسك'],
1523,POINT (44.0447 15.45244),['واضع المعلل'],
1524,POINT (56.29939 28.11572),['كشستان'],
1526,POINT (-4.22025 37.87073),['حصن بلكونة'],
1527,POINT (50.29276 33.3812),"['جرباذقان', 'جلبيجان']",
1528,POINT (-4.85328 37.96011),['الزهراء'],
1529,POINT (45.60275 36.96475),['جبروان'],
1530,POINT (39.87384 35.65809),['بيرا'],
1531,POINT (34.86436 31.92484),['الرملة'],
1532,POINT (64.39078000000001 31.39108),['بست'],
1533,POINT (53.81699 28.94971),"['طبستان', 'طمستان', 'طمارستان']",
1534,POINT (43.16528 28.29472),['الثعلبية'],
1535,POINT (38.05966 37.82371),['حصن منصور'],
1536,POINT (30.75642 30.63742),['كوم شريك'],
1538,POINT (44.64961 15.40346),['ذو جرة'],
1539,POINT (46.55875 22.14096),['الفلج'],
1540,POINT (31.57979 30.16955),['بويب'],
1541,POINT (53.1975 30.2849),"['كهمندة', 'كهمند', 'كمهنك']",
1542,POINT (51.67468 32.78618),['برخوار'],
1543,POINT (43.8984 34.8037),['جبل بارما'],
1544,POINT (-7.6971 31.49952),"['ايلان', 'اغمات ايلا', 'اغمات ويلا']",
1545,POINT (57.75501 27.67797),['كوه برجان'],
1546,POINT (-1.45702 35.28205),"['ارجكوك', 'الشقور']",
1547,POINT (59.79383 42.80533),"['كردر', 'كردر', 'كردر']",
1548,POINT (0.64889 41.60948),['لاردة'],
1549,POINT (48.67779 15.30551),['كندة و سكون'],
1550,POINT (51.51373 29.57692),['كمارج'],
1551,POINT (52.80644 29.37477),['قرية الرمان'],
1552,POINT (55.41827 33.02224),['بشت باذام'],
1553,POINT (48.37368 28.54666),['الحدوثة'],
1555,POINT (36.08756 33.73115),['زبداني'],
1556,POINT (29.46855 26.524),['الواحات'],
1557,POINT (40.90954 35.86703),"['الشمسينية', 'الشمسانية']",
1559,POINT (36.19234 36.57473),"['اسكندرونة', 'اسكندريية']",
1560,POINT (67.33448 29.88035),"['المجاك', 'المجالي']",
1561,POINT (43.41491 29.08495),['الشقوق'],
1563,POINT (62.12974 33.24402),['الاسفزار'],
1564,POINT (44.59298 14.42424),['رعين'],
1565,POINT (43.77652 30.55363),['واقسة'],
1566,POINT (31.01228 30.22134),['ذات الساحل'],
1567,POINT (56.77211 29.95407),"['فرزين', 'فردين']",
1569,POINT (31.93498 30.09522),"['بندقة', 'منزل ابن بندقة', 'منزل ابن صدقة']",
1570,POINT (44.83734 42.0841),['تفليس'],
1571,POINT (31.87265 30.9789),['صان'],
1572,POINT (67.1707 39.70827),"['كبوزنجكث', 'كبوذنجكث']",
1573,POINT (2.25421 36.541),['اشرشال'],
1574,POINT (8.81185 36.91556),['طبرقة'],
1575,POINT (54.54591 28.75143),['درابجرد'],
1576,POINT (68.12909000000001 39.95059),"['بورنمذ', 'فورنمذ']",
1577,POINT (54.27779 28.83127),['داركان'],
1578,POINT (30.25325 19.63029),['الجنادل'],
1579,POINT (40.56071 38.57565),['رباط ذو القرنين'],
1580,POINT (47.2569 37.38856),['خونج'],
1582,POINT (51.51624 29.83157),"['سابور', 'شهرستان']",
1583,POINT (69.86875999999999 33.95277),"['اوغ', 'اوغ']",
1584,POINT (46.72918 24.881),['العرض'],
1585,POINT (-5.95157 35.07007),['تشمس'],
1586,POINT (42.41353 33.98559),"['الوس', 'الوسا']",
1587,POINT (49.89724 31.54027),"['غروة', 'عروة']",
1588,POINT (40.76268 19.83698),['السرين'],
1589,POINT (60.71473 26.29231),['قصرقند'],
1590,POINT (54.88904 36.8176),['رباط حفص'],
1591,POINT (51.50468 33.96762),['قاشان'],
1592,POINT (76.21861 43.21825),['كبال'],
1593,POINT (8.820320000000001 34.40681),['قفصة'],
1594,POINT (59.59733 37.27),['ابيورد'],
1595,POINT (40.13133 35.32381),['فم نهر سعيد'],
1597,POINT (53.97836 29.33096),['بحيرة البختكان'],
1599,POINT (61.18671 36.51694),['سرخس'],
1601,POINT (60.18929 36.10597),['صاهه'],
1602,POINT (53.40856 35.49513),['سمنان'],
1603,POINT (47.99265 30.43759),['ابو الخصيب'],
1605,POINT (40.84007 21.89675),['الغمرة'],
1606,POINT (69.62448000000001 35.39907),['جارباية'],
1607,POINT (52.79142 31.05956),"['سرمق', 'السرمق']",
1609,POINT (65.54089999999999 38.9315),['كسبة'],
1610,POINT (73.56945 42.77192),['اسبرة'],
1611,POINT (9.28396 33.61536),['نفزاوة'],
1612,POINT (67.79942 40.09748),['ديزك'],
1613,POINT (57.27536 28.0034),['ولاشجرد'],
1614,POINT (38.05459 25.06481),['راس العين'],
1615,POINT (59.02814 42.09511),"['كيت', 'جيت']",
1616,POINT (5.82783 34.79932),['تهوذا'],
1617,POINT (69.17686999999999 37.26841),['انداجاراغ'],
1618,POINT (-9.648099999999999 30.0645),['ماسة'],
1620,POINT (70.99972 41.13472),"['خيلام', 'خيرلم']",
1621,POINT (44.99055 38.5865),"['خوي', 'خوي', 'خويت']",
1622,POINT (37.75187 31.32585),"['قراكر', 'قراقر']",
1624,POINT (43.16621 40.00234),['بغروند'],
1625,POINT (63.16814 34.4094),"['اوبة', 'اوفة']",
1626,POINT (41.22235 24.34402),['السليلة'],
1627,POINT (34.63712 31.81276),['ماحوز ازدود'],
1628,POINT (62.46952 36.88847),['بحيراباذ'],
1629,POINT (-5.43793 36.16359),['جزيرة الخضراء'],
1630,POINT (69.75285 37.94076),['الختل'],
1631,POINT (-7.87188 39.02806),['بيزة'],
1632,POINT (62.41583 37.12201),['مهدياباذ'],
1633,POINT (50.39397 30.51616),"['زيتون', 'زيتان', 'فرزك']",
1634,POINT (37.98572 32.13274),['الساعدة'],
1635,POINT (15.40177 38.15878),['دمنش'],
1636,POINT (59.384 37.24076),['رباط كوفن'],
1637,POINT (63.528 35.24882),['ابشين'],
1638,POINT (51.92718 29.86635),['تير مردان'],
1639,POINT (56.1416 28.40625),['دشت برين'],
1640,POINT (0.60289 35.78297),['البطحة'],
1641,POINT (-5.76527 34.9938),['وادي سفدد'],
1642,POINT (44.43363 15.95585),['وادي الخارد'],
1643,POINT (68.89729 36.78174),"['ورواليج', 'ولواليز']",
1644,POINT (69.25887 35.17084),"['بروان', 'فروان']",
1646,POINT (72.94179 42.87068),['كولان'],
1648,POINT (62.05375 26.0929),"['بند', 'بيذ']",
1650,POINT (-0.9292 41.63368),"['سرقوسة', 'سرقوسطة']",
1652,POINT (63.76323 35.81599),['الاسراب'],
1654,POINT (56.28286 26.96505),['راس كشم'],
1655,POINT (62.80223 34.2484),['استربيان'],
1656,POINT (33.12566 31.02385),['البقارة'],
1657,POINT (51.50468 33.96762),['قاشان'],
1658,POINT (43.8229 31.9366),['القطقطانة'],
1659,POINT (44.70196 33.60709),"['دير بازمة ', ' دير تيرمة']",
1660,POINT (-3.87676 37.98847),['قسطلة'],
1661,POINT (56.95205 37.51437),['اجغ'],
1662,POINT (36.70106 30.73317),"['ابير', 'وبير']",
1663,POINT (70.80406000000001 42.62635),"['بارجاح', 'بارجاخ', 'بارجاج']",
1664,POINT (39.12422 22.60833),['الجحفة'],
1665,POINT (-3.62588 39.81332),['منتيشة'],
1667,POINT (35.99225 34.15941),['جبل لبنان'],
1668,POINT (54.7906 28.6007),['جرموة'],
1669,POINT (10.28004 36.59668),['اوذنة'],
1670,POINT (54.32519 36.77488),['نامية'],
1671,POINT (30.73849 30.95914),['صاء'],
1672,POINT (48.12475 39.2256),"['باجروان', 'موقان', 'موغكان']",
1673,POINT (58.36115 36.18583),['ريوند'],
1674,POINT (47.14761 40.60291),['اران'],
1675,POINT (-6.18409 36.57191),['قادس'],
1676,POINT (60.70385 41.72062),['كث'],
1677,POINT (64.97971 36.67509),['رباط الاستانة'],
1678,POINT (42.94727 16.37831),['حكم'],
1679,POINT (57.80931 29.4241),['توشتان'],
1680,POINT (43.92995 26.08634),['القريتين'],
1681,POINT (32.97579 22.98246),['وادي علاقي'],
1682,POINT (36.35891 34.85533),['جبل جليل'],
1683,POINT (44.36286 31.97375),['الخورنق'],
1684,POINT (38.28754 34.54735),['تدمر'],
1685,POINT (66.22799000000001 27.79334),['توران'],
1686,POINT (-5.56634 42.6185),['ليون'],
1687,POINT (58.96653 36.81951),"['راذكان', 'رايكان']",
1689,POINT (63.94658 34.34906),"['خشت', 'خست', 'خاست', 'خوشت']",
1690,POINT (60.53918 41.87659),['درخاش'],
1691,POINT (30.72312 31.08986),['شباس'],
1692,POINT (48.77033 30.65916),['باسيان'],
1693,POINT (59.81853 42.2688),['نوباغ'],
1694,POINT (52.66127 31.1643),"['اباذة', 'ارجمان']",
1695,POINT (44.27297 15.09101),['العرف'],
1696,POINT (5.71881 36.77325),['جيجل'],
1697,POINT (35.96419 31.89279),"['الرقيم', 'الرقم']",
1698,POINT (-5.52392 35.29674),['صنهاجة'],
1699,POINT (5.60237 36.24063),['جميلا'],
1700,POINT (43.26069 13.32902),['مخا'],
1701,POINT (30.94294 21.75496),['نهر النيل'],
1702,POINT (44.68562 40.16468),['دبيل'],
1703,POINT (68.86234 37.23952),['ارهن'],
1704,POINT (50.60379 31.93047),['بوين'],
1705,POINT (62.07465 34.61545),"['باذغيس', 'باذغيس']",
1707,POINT (47.49055 34.60195),"['دينور', 'ماه الكوفة']",
1708,POINT (39.81661 35.75218),['الخانوقة'],
1709,POINT (47.37621 31.48197),['المذار'],
1710,POINT (59.93725 41.84474),['دسكاخان خاس'],
1711,POINT (8.40114 35.48917),"['مرماجنة', 'ماجنة']",
1712,POINT (57.92696 29.01602),"['هرمز الملك', 'قرية الجوز']",
1713,POINT (62.54651 34.47814),['كروخ'],
1714,POINT (47.04854 30.98302),['نهر ابي الاسد'],
1715,POINT (65.17677999999999 32.23313),"['بلد داور', 'بلا داور', 'زمين داور']",
1716,POINT (65.87895 35.88517),['الجرزوان'],
1717,POINT (49.25044 54.86714),['بلغار'],
1719,POINT (47.35509 24.15648),['سليمة'],
1720,POINT (61.74272 31.26104),['كركويه'],
1721,POINT (46.58171 31.83729),['الفاروث'],
1722,POINT (59.76477 44.26024),['بحيرة خوارزم'],
1723,POINT (41.25352 36.38728),['بحيرة خاتونية'],
1724,POINT (65.29357 39.2921),['بئر السعيد'],
1725,POINT (44.3076 32.55902),['فلوجة'],
1728,POINT (46.92186 15.24886),"['شنوة', 'سنوءة']",
1729,POINT (41.15761 19.12337),['قنونة'],
1731,POINT (55.33985 28.87915),['كاهون'],
1732,POINT (31.31852 30.01368),['جبل مقطم'],
1733,POINT (40.85162 34.54577),['خليج بنو جميع'],
1734,POINT (54.75943 26.77937),['سيف عمارة'],
1736,POINT (0.57785 41.83632),['البيضاء'],
1737,POINT (30.51687 24.98738),['الخارجة'],
1738,POINT (52.86431 30.60582),['مشكان'],
1739,POINT (36.74697 35.63129),['تل منس'],
1740,POINT (-6.48719 34.55645),"['بحيرة ارياغ', 'بحيرة الرغة']",
1741,POINT (62.36792 40.23331),['جكربند'],
1742,POINT (65.26937 37.888),['اخسيسك'],
1743,POINT (68.12506 37.2898),"['قباذيان', 'قواذيان']",
1744,POINT (53.11258 32.84212),['نائين'],
1745,POINT (14.13046 37.81415),['بطرلية'],
1746,POINT (51.31 34.92405),['كاج'],
1747,POINT (53.608 29.07233),['كرم'],
1748,POINT (64.76666 39.21625),['رباط الاستانة'],
1749,POINT (44.3972 14.56364),['ذمار'],
1750,POINT (46.01676 35.25767),['شهرزور'],
1751,POINT (42.7655 36.25676),['المحلبية'],
1752,POINT (68.77093000000001 36.2356),['بغلان'],
1753,POINT (51.30575 29.54859),['خشت'],
1754,POINT (48.8982 31.66531),['عسكر مكرم'],
1755,POINT (51.50809 30.24443),"['خواذان', 'خوراواذان', 'خوراباذان', 'خوبذان']",
1756,POINT (8.26247 34.00718),['تقيوس'],
1757,POINT (53.22441 29.83708),['زياداباذزياداواذ'],
1758,POINT (37.90461 38.09311),['زبطرة'],
1759,POINT (65.07649000000001 36.81403),['مالن'],
1760,POINT (53.63181 28.92193),['فسا'],
1761,POINT (41.48709 38.75648),['موش'],
1762,POINT (31.57097 30.41776),['بلبيس'],
1763,POINT (-3.91003 39.63212),['ابنش'],
1764,POINT (43.055 36.63683),['مزارعي'],
1765,POINT (49.18674 37.48626),['خشم'],
1766,POINT (46.41887 32.32633),['كسكر'],
1767,POINT (28.73902 25.54178),['الداخلة'],
1768,POINT (67.85287 35.38044),['مذر'],
1769,POINT (52.19005 29.98842),"['خلار', 'خلان']",
1770,POINT (6.1401 35.63685),['بلزمة'],
1771,POINT (69.53106 38.25651),['تمليات'],
1772,POINT (44.36092 33.50829),['بردان'],
1773,POINT (66.49906 40.00888),"['كشاني', 'كشانيي']",
1774,POINT (39.374 25.24834),['فدك'],
1776,POINT (52.48426 30.5027),['خوسكان'],
1777,POINT (30.7011 27.76484),['تندة'],
1778,POINT (66.64109999999999 36.8334),['دستجردة'],
1779,POINT (47.30428 32.22674),['الطيب'],
1780,POINT (44.96348 13.14229),['ابياين'],
1781,POINT (36.23856 36.75139),['بياس'],
1782,POINT (35.46173 31.3845),"['بحيرة المنتنة', 'بحيرة المقلوبة', 'بحيرة الميتة', 'بحيرة الصغر']",
1783,POINT (42.80477 37.06628),['خابور الحسنية'],
1784,POINT (54.90122 26.57451),"['حصن ابن عمارة', 'قلعة ابن عمارة']",
1785,POINT (35.90422 33.7273),['عين الجر'],
1786,POINT (25.51014 31.41576),['خرائب ابو حليمة'],
1787,POINT (67.44155000000001 37.60634),"['صرمنجي', 'جرمنقان']",
1788,POINT (-0.43734 39.16483),['الشقر'],
1789,POINT (47.26694 23.77518),['الخرج'],
1790,POINT (60.19436 42.0552),['وايخان'],
1791,POINT (43.96174 15.5805),['المصانع'],
1792,POINT (-5.01064 38.68214),['غافق'],
1794,POINT (43.88228 14.00041),['عنة'],
1795,POINT (43.04545 35.00028),['نهر ثرثار'],
1796,POINT (68.87652 40.88768),"['ستوركث', 'اشتوركث']",
1797,POINT (9.47597 30.12935),['غدامس'],
1798,POINT (-2.41826 36.95657),['بجانة'],
1799,POINT (60.05406 31.5777),"['نه', 'نيه']",
1801,POINT (52.24892 32.89927),['كركس كوه'],
1802,POINT (26.11423 31.35376),['خربة القوم'],
1803,POINT (35.67059 34.25903),['بثرون'],
1804,POINT (30.46299 31.28513),['بلهيب'],
1806,POINT (49.65635 37.13924),"['جيل', 'جيلان']",
1807,POINT (41.28101 21.44752),['الفتق'],
1808,POINT (70.53285 41.02958),"['خاش', 'خاس', 'خشت']",
1809,POINT (53.07601 35.37647),['راس الكلب'],
1811,POINT (37.24976 34.2251),['القريتان'],
1812,POINT (52.55267 36.4708),['ميلة'],
1813,POINT (42.23928 32.28927),['الاخدمية'],
1814,POINT (39.09484 23.22814),['الابواء'],
1815,POINT (71.29976000000001 32.14532),['نهر مهران'],
1816,POINT (14.36712 38.00365),['قلعة القوارب'],
1817,POINT (31.00602 28.89131),['نهر النيل'],
1818,POINT (72.76260000000001 40.34137),"['نقاد', 'نقاد']",
1819,POINT (69.83739 40.8701),['اربلخ'],
1820,POINT (71.83078999999999 41.48396),['كروان'],
1821,POINT (42.07551 36.95274),['برقعيد'],
1822,POINT (34.98155 32.29512),['قلنسوة'],
1823,POINT (37.34142 31.36925),['الغربة'],
1824,POINT (50.05422 33.62812),['ابتعة'],
1825,POINT (70.51734999999999 40.29225),['كند'],
1826,POINT (56.30591 23.53023),['ضنك'],
1827,POINT (40.59626 35.4148),['الفدين'],
1828,POINT (43.60292 34.81448),['السودقانية'],
1829,POINT (55.30802 36.65798),"['زرداباذ', 'زرداباذ']",
1830,POINT (61.72109 32.01209),['نهر فره'],
1831,POINT (20.24835 31.4018),['سلوق'],
1832,POINT (53.25737 31.15094),['ابرقوه'],
1833,POINT (49.85406 35.06107),['مصدقان'],
1834,POINT (56.22435 33.94771),['حلوان'],
1835,POINT (59.56978 35.782),['فرهاكرد'],
1836,POINT (45.10369 32.53829),['نهر النيل'],
1837,POINT (58.39294 36.08371),"['بيسكند', 'بيشكند']",
1838,POINT (41.65964 37.9789),['ارزن'],
1839,POINT (41.97905 37.88869),"['نهر الرزب', 'الرزم', 'الزرم']",
1840,POINT (69.85097 37.87023),['هلبك'],
1841,POINT (69.67968 25.32721),['بانية'],
1843,POINT (52.55968 36.01794),['جبل قارين'],
1844,POINT (51.77613 33.08075),['رباط وز'],
1845,POINT (49.34418 29.93795),['بحر فارس'],
1846,POINT (69.75409000000001 42.23062),['اسبيجاب'],
1847,POINT (34.09472 17.49927),['الابواب'],
1848,POINT (61.87474 37.50068),"['جروجرد', 'كنوجرد', 'ينوجرد', 'ينوكرد']",
1849,POINT (37.22956 36.29913),['نهر قويق'],
1850,POINT (43.32428 35.62554),['البقيعة'],
1851,POINT (35.91774 35.04801),['مراقية'],
1852,POINT (52.636 35.26209),['قرية الملح'],
1853,POINT (9.13153 35.15407),['قمودة'],
1854,POINT (72.05745 40.67718),['اشتيقان'],
1855,POINT (65.40937 40.14581),['كرمينية'],
1856,POINT (65.22233 39.04225),['مايمرغ'],
1857,POINT (62.52603 36.73407),['نهر مرغب'],
1858,POINT (36.41054 34.93133),['رفنية'],
1859,POINT (43.52574 32.62337),['عين التمر'],
1860,POINT (43.94813 13.88026),['جبل حمير'],
1861,POINT (73.39026 40.81074),['اوزجند'],
1862,POINT (56.13276 36.36629),['هفدر'],
1863,POINT (58.4113 35.13557),"['طرثيث', 'ترشيز', 'طريثيث']",
1864,POINT (39.3345 37.75537),"['بامقرا', 'بامقدة']",
1865,POINT (51.39095 28.66191),['خرمق'],
1866,POINT (38.4104 35.8566),['صفين'],
1868,POINT (47.55892 47.42616),['الخزر'],
1869,POINT (67.85288 29.53796),"['سيوي', 'سيوة']",
1870,POINT (45.48927 33.71797),"['بندنيجان', 'بندنيجين']",
1871,POINT (11.37139 31.81241),['جبل نفوسة'],
1872,POINT (-5.64097 37.42933),['قرمونة'],
1873,POINT (36.073 34.52991),['عرقة'],
1874,POINT (39.02492 39.58627),"['كمخ', 'كماخ']",
1875,POINT (30.95223 30.8705),['منوف العليا'],
1876,POINT (-2.41826 36.95657),['بجانة'],
1877,POINT (60.94019 41.50228),['شراخان'],
1878,POINT (46.04283 34.43477),['ماذروستان'],
1879,POINT (70.87350000000001 29.12094),['بسمد'],
1880,POINT (61.2099 30.32501),['رامشهرستان'],
1881,POINT (65.93205 39.41449),['الصغد'],
1882,POINT (57.92813 36.10768),['حسيناباذ'],
1883,POINT (30.70519 31.01916),['دياي'],
1884,POINT (61.15124 25.58676),['دشت علي'],
1886,POINT (31.22681 27.10901),['بوتيج'],
1888,POINT (47.64257 39.56659),['ورثان'],
1889,POINT (43.1471 25.37319),['امرة'],
1890,POINT (44.10965 35.64182),"['زاب الصغير', 'زاب الاسفل']",
1891,POINT (60.37258 41.88381),['غردمان'],
1892,POINT (36.47102 36.38345),['عمق'],
1893,POINT (47.55725 30.86237),['نهر العورا'],
1894,POINT (62.51067 26.52688),['مكران'],
1895,POINT (45.37745 23.64065),['السد'],
1896,POINT (45.269 13.36042),['يافع'],
1897,POINT (80.03921 27.11654),['قنوج'],
1898,POINT (35.21458 32.86543),['كابل'],
1899,POINT (-6.10856 36.69169),['شريش'],
1900,POINT (52.8858 29.31712),['خان ميم'],
1901,POINT (51.07686 36.49897),['كلار'],
1902,POINT (56.26856 38.92182),['رباط افراوة'],
1903,POINT (44.26507 15.88071),['الغدر'],
1904,POINT (70.91287 38.37779),['نهر جريب'],
1905,POINT (65.43455 40.24274),['مديمجكث'],
1907,POINT (53.84828 31.55774),['قرية الاسد'],
1908,POINT (71.44044 42.83695),['طراز'],
1910,POINT (70.20740000000001 40.78508),['ايلاق'],
1911,POINT (-1.75553 35.03281),"['فالوسن', 'قصر الفلوس']",
1912,POINT (43.71306 17.31174),['عرقة'],
1913,POINT (10.13608 36.40097),['زغوان'],
1914,POINT (47.20469 41.34856),['شكي'],
1915,POINT (54.21531 28.26649),['كرب'],
1916,POINT (40.02342 24.59544),"['الطرفة', 'الطرف']",
1917,POINT (42.98036 18.48351),"['كثبة', 'كثنة']",
1918,POINT (49.96262 31.29164),['بده'],
1920,POINT (44.3972 14.56364),['ذمار'],
1921,POINT (44.12811 15.57151),['همدان'],
1922,POINT (37.965 30.86285),['بطن السر'],
1923,POINT (41.27233 39.91956),['قاليقلا'],
1924,POINT (65.27273 37.26306),['رباط افريغون'],
1925,POINT (49.92897 49.24133),"['البجاناك', 'البجاناكية']",
1926,POINT (74.76957 42.38249),['الخرلخية'],
1927,POINT (48.68505 40.67871),['الشماخية'],
1928,POINT (53.69593 36.68468),['مهروان'],
1929,POINT (35.2662 33.39418),['عذنون'],
1930,POINT (35.81024 33.45826),['جبل سنير'],
1931,POINT (60.33577 41.38465),['خيوه'],
1933,POINT (52.86193 27.76342),['كران'],
1934,POINT (11.63847 33.05675),"['بارجمت', 'ابار دخت']",
1935,POINT (35.38269 32.3391),['تعاسر'],
1936,POINT (-4.20406 37.45788),['بيغو'],
1937,POINT (43.13666 27.91046),['الخزيمية'],
1938,POINT (42.64158 37.31295),['ثمانين'],
1940,POINT (44.14778 33.13984),['نهر صرصر'],
1943,POINT (49.23473 36.15722),['ابهر'],
1944,POINT (43.67157 14.2788),['جبلان'],
1945,POINT (43.4995 12.6926),['المندب'],
1946,POINT (47.9913 38.02656),['النير'],
1947,POINT (66.57989000000001 25.49111),"['قنبلي', 'قنبلى']",
1948,POINT (54.19969 31.74166),['قرية المجوس'],
1949,POINT (53.13182 28.69941),['الصيمكان'],
1950,POINT (32.92462 24.01605),['الجنادل'],
1951,POINT (55.21675 32.52933),['ساغند'],
1953,POINT (37.96251 38.36373),['عرقة'],
1954,POINT (35.61897 33.98398),['جنية'],
1955,POINT (42.51884 37.36064),['جبل الجودي'],
1956,POINT (64.46489 39.85224),['بخارة'],
1957,POINT (69.56601000000001 37.84635),['نهر بربان'],
1958,POINT (45.92797 28.41584),['حفر ابو موسى'],
1959,POINT (67.57933 38.50044),['سنكرده'],
1960,POINT (54.18928 28.85635),['جاه زنداية'],
1961,POINT (36.47275 33.48862),['بردى'],
1962,POINT (35.04078 31.20812),['الكسيفة'],
1963,POINT (74.26008 42.77832),"['نوشكث', 'نوزكث']",
1964,POINT (30.73365 30.80318),['شابور'],
1965,POINT (48.15134 34.80031),['اسداباذ'],
1966,POINT (31.14662 30.97329),['محلة الكبيرة'],
1967,POINT (43.78395 15.52891),['حضور'],
