,text_nt
5436,"['ٱِثْنانِ', 'مُرْتَقِي', 'مَظْلِمَة', 'شاعِر', 'قُطْب', 'رايْت', 'تَقْرِيظ', 'مَجْمُوع', 'نَظَّم', 'فَدَى', 'مَجْمُوع', 'نَظْم', 'نَثَر', 'عَقْد', 'دَرّ', 'حُسْن', 'نَسَّق', 'زَها', 'وَرَق', 'جَمَع', 'مَنْزِل', 'فَيّال', 'كِتاب', 'زَها', 'وَرَق', 'قَفّ', 'وَقْفَة', 'سِباب', 'آنام', 'وَرَى', 'جَيْش', 'سَرْد', 'كَسَر', 'تَوَقُّد', 'نار', 'حَشِيش', 'رَمَى', 'جُمّار', 'نَفَر', 'نَجْم', 'حَجّ', 'سَيِّد', 'وُجُود', 'تَقْرِير', 'ذُرْوَة', 'أَعْلَى', 'مات', 'فَضْل', 'ال', 'بَرِم', 'يَئِس', 'فَضْل', 'سَيِّد', 'كَثِير', 'ٱِخْتِلاط', 'جاوَر', 'صَحِب', 'كَتَب', 'نَظَّم', 'شَيْء', 'قَصَد', 'مَرَّة', 'أَنْشَد', 'نَظَّم', 'شَيْء', 'لَطِيف', 'مات', 'رَجَب', 'ظَنّ', 'جاز', 'ظَنّ', 'إِلّا', 'فاقَة', 'عَفا', 'دار', 'مَعْنَى', 'أَهْل', 'شَجِي', 'خَلّ', 'رَحِيم', 'بَثّ', 'هُوَّة', 'ظَبْي', 'رَخِيم', 'عاذ', 'رَبّ', 'بَرّ', 'رَحِيم', 'شَيْطان', 'حاسِد', 'رِجِيم', 'بَيْت', 'كَتَب', 'فاضِل', 'شاعِر', 'كالقادري', 'عالِم', 'كالجوجري', 'أَرْجَح', 'أَطال', 'كِتابَة', 'حَسَن', 'مُحاضِر', 'عَشِير', 'نُكْتَة']"
5437,"['شَيْخ', 'جاوَر', 'سَعَى', 'خِدْمَة', 'ناصِرِيّ', 'مات', 'آخِر', 'حُجَّة', 'حَضَر', 'رَحِم', 'آخَر', 'مَضَى', 'الخانكي', 'الخانكي', 'آخَر', 'خُضَرِيّ', 'الزفتاوي', 'السخاوي', 'خَتَم', 'خَيْر']"
5438,"['زال', 'جامِع', 'خارِج', 'باب', 'مِيقات', 'شارَك', 'جُمْلَة', 'ٱِخْتَصّ', 'نُور', 'مُناوِي', 'وَقْت', 'كَوْن', 'حَنْبَلِيّ', 'المؤيديه', 'يجيئها', 'ماشِي', 'باب', 'بَحْر', 'مات', 'زاد', 'شُوال', 'رَحِم', 'وَضْع', 'يَد', 'وَظِيفَة', 'بَلَغ', 'لِماذا']"
5439,"['صِهْر', 'مِرْفَعَة', 'مات', 'مَطْعُون', 'سَعَى']"
5440,"['مَعْرُوف', 'مات', 'رَبِيع', 'رَخِي']"
5441,"['يتعاني', 'نَظْم', 'مَأْتَى', 'كَتَب', 'مَجْمُوع', 'قَوْل', 'أَحَبّ', 'لاس', 'بباغض', 'أَوْهَب', 'رُوح', 'راع', 'صَلاة', 'قِيام', 'فَرِيضَة', 'أَرْفَض', 'عاذِل', 'سُنِّيّ', 'ٱِثْنانِ', 'فاسِيّ', 'ٱِثْنانِ', 'عَمّ', 'ذَكَر', 'أَب']"
5442,"['ٱِثْنانِ', 'ٱِبْن', 'وَخَى', 'وفيمن', 'سَمِع', 'شَيْخ', 'مُنَى', 'جُزْء', 'تَخْرِيج']"
5443,"['ٱِتِّباع', 'صَلاح', 'المكيني', 'عَشِير', 'رَقَّى', 'نِيابَة', 'قَضاء', 'ارتضائه', 'حاذِق', 'شَهادَة', 'بارَع', 'دَخَل', 'شُغْل', 'كَثِير', 'باشَر', 'جامِع', 'نَزَل', 'جِهَة', 'مَوَّل', 'سِيَّما', 'تَزَوَّج', 'بَيْت', 'مَلِك', 'دَوْر', 'سَلَّط', 'بُرْهان', 'التلواني', 'مَسّ', 'مَكْرُوه', 'مُناوِي', 'أَقام', 'وَزْن', 'رُبَّما', 'لَقَب', 'سَمَّر', 'طَحِينَة', 'مات', 'عِيد', 'نَحْر', 'مِصْرِيّ', 'صَلَّى', 'عُقْب', 'صَلاة', 'جامِع', 'حاكِم', 'ظَنّ', 'جاز', 'عَفا', 'كُنْيَة', 'شَهْر']"
5444,"['أَصْل', 'أَزال', 'خَلِيفَة', 'مَقام', 'صاحِب', 'دِيوان', 'المهمندار', 'مُعَيَّن', 'حَدَث', 'ٱِحْتِجاب', 'ٱِشْتَغَل', 'مَيَّز', 'فَرِيضَة', 'حِساب', 'شَرْط', 'كَسَب', 'ذَكَر', 'بمالا', 'ٱِرْتَضَى', 'زاد', 'تَقْبِيح', 'صَنِيع', 'شارَك', 'فِقْه', 'إِفْتاء', 'تَدْرِيس', 'قَصَد', 'مَرَّة', 'رايْت', 'خاطِر', 'سِيَّما', 'رَبَّى', 'شِعْر', 'سَدَل', 'زاوِيَة', 'جَماعَة', 'مات', 'سَعَى', 'صَلَّى', 'مَشْهَد', 'حافِل', 'دَفَن', 'زاوِيَة', 'قُرْب', 'الباطليه', 'ظَنّ', 'قَصَّر', 'عَفا', 'المخبزي']"
5445,"['مُباشِر', 'والِد', 'ماضِي', 'سَمِع', 'زَيْن', 'خَتْم', 'صَحِيح', 'مَأْتَى', 'رَبِيع', 'دَفَن', 'تُرْبَة', 'مَعْلاة', 'ذَكَر', 'نَحّاس', 'ٱِثْنانِ', 'مَضَى', 'قَرِيب']"
5446,"['نِسْبَة', 'نِظام', 'كَوْن', 'عَرَض', 'مَكان', 'مَنار', 'أَصْل', 'شَعْبان', 'ٱِثْنَتانِ', 'قاضِي', 'أَجاز', 'ٱِشْتَغَل', 'كَتَب', 'مَنْسُوب', 'جَمْع', 'مَجْمُوعَة', 'خالَط', 'ٱِسْتَقَرّ', 'كَتَب', 'جَدّ', 'وَقْت', 'حَجّ', 'مَرَّة', 'جاوَر', 'تَرَدَّد', 'كَثِير', 'ظَرْف', 'لَطَف']"
5447,[]
5448,['حَلَبِيّ']
5449,"['أَخ', 'ٱِسْم', 'مات', 'بَلَد', 'قَرِيب', 'تَرْجَم']"
5450,"['أَخ', 'شَمْس', 'ماضِي', 'قَرَأ', 'نَزَل', 'عِنايَة', 'وَخَى', 'جِهَة', 'حَجّ', 'مات', 'دَفَن', 'رِباط', 'ذَكَر', 'كَرَم', 'عَكْس', 'وَخَى', 'سَبِط', 'شَيْخ']"
5451,"['بَدْر', 'شافِعِيّ', 'شَقِيق', 'نَجْم', 'عَرَف', 'سَلَف', 'وَلَد', 'مُسْتَهَلّ', 'مُحَرَّم', 'ثَمانِمائَة', 'شَأَو', 'كَنَف', 'أَبَوان', 'حِفْظ', 'قُرْآن', 'غَنِيّ', 'مُرِيد', 'بُغْيَة', 'مُسْتَفِيد', 'أَب', 'حاوِي', 'إِلْف', 'مُعَظَّم', 'جَمْع', 'جامِع', 'عَرَض', 'جَماعَة', 'حَضَّر', 'أَب', 'جَدّ', 'سَمِع', 'زَيْن', 'شَيْخ', 'خَلْق', 'أَجاز', 'آخَر', 'حَضَر', 'دَرْس', 'وَجِيه', 'فِقْه', 'دَرْس', 'جَلال', 'خَرَج', 'فَنّ', 'أَب', 'حَصَل', 'قَرَأ', 'طَبَق', 'كَتَب', 'خُطَّة', 'فائِدَة', 'جَمْع', 'مَناقِب', 'مُعْجَم', 'شَيْخ', 'جَرِد', 'رُباعِيّ', 'مُسْلِم', 'ذَكاء', 'مات', 'جُمادَى', 'أُولَى', 'رَحِم', 'ذَكَر', 'فاسِيّ']"
5452,"['وَلَد', 'لَيْلَة', 'مُسْتَهَلّ', 'رَجَب', 'ٱِشْتَغَل', 'أَب', 'مَأْتَى', 'تَقْرِيب', 'رَحِم']"
5453,"['مَقْدِسِيّ', 'تَلا', 'شِهاب', 'ماضِي', 'تَرْجَم']"
5454,"['أَحْسَن', 'مَعْرُوف', 'بالمصافح', 'لَقِي', 'صافَح', 'نَبِيّ', 'كِذْب', 'نَجْم', 'أَعْمَى', 'حَسَّن', 'كِتابَة', 'حَسَبَما', 'شاهِد', 'حالَة']"
5455,"['زَبِيدِيّ', 'ماضِي', 'أَب', 'صابِر', 'عاقِل', 'فاضَل', 'خَيْر', 'مات', 'والِد', 'مات', 'فاسِيّ', 'أَب']"
5456,"['السعادات', 'مَكِّيّ', 'مالِكِيّ', 'ماضِي', 'أَب', 'سَبِط', 'وَجِيه', 'سَمَّى', 'وَلَد', 'مَوْت', 'أَب', 'مُنَى', 'ثَمانِمائَة', 'شَأَو', 'فَلّ', 'جَدّ', 'مَأْتَى', 'أَيْض', 'بُلُوغ', 'قَرَأ', 'دَرَّب', 'قَرِيب', 'عَرَبِيّ', 'قَرَأ', 'عِلْمِيّ', 'فِقْه', 'قَرَأ', 'قَوْل', 'بَدِيع', 'نُسْخَة', 'حصلها', 'لازَم', 'قَرَأ', 'زَوْج', 'مُشار', 'ٱِبْنَة', 'قَدَّم', 'سَعَى', 'مَوْسِم', 'السعادات', 'أَيْض']"
5457,"['سَمَّى', 'أَكْبَر', 'إِخْوَة', 'لَقَّب', 'ضَيْف', 'ماضِي', 'أَب', 'جُمْلَة', 'سَلَف', 'إِخْوَة', 'وَلَد', 'جُمادَى', 'أُولَى', 'ثَمانِمائَة', 'شَأَو', 'حِفْظ', 'قُرْآن', 'تَنْبِيه', 'عَرَض', 'جَماعَة', 'قاضِي', 'حَضَر', 'سَمِع', 'أَزْمَة', 'سَيِّد', 'آخَر', 'فِقْه', 'أَصْل', 'عَرَبِيّ', 'لازِم', 'مُعَمَّر', 'عَرَبِيّ', 'أَكْثَر', 'حُضُور', 'قاضِي', 'مال', 'أَثْنَى', 'عَقْل', 'قَرَأ', 'تَقْسِيم', 'وَلَد', 'مَيَّز', 'سَمِع', 'ثَناء', 'عَقْل', 'دِيانَة', 'فَضْل', 'قِيام', 'إِخْوَة', 'قارَب', 'مُسْتَفِيض', 'مات', 'عَلَّل', 'ٱِثْنَيْنِ', 'رَبِيع', 'سَعَى', 'صَلَّى', 'عَصْر', 'دَفْن', 'جَنَّة', 'إِيّا']"
5458,"['شَمْس', 'أَخ', 'قاضِي', 'سَمِع']"
5459,"['حَنَفِيّ', 'والِد', 'سَمَّى', 'مات', 'شَعْبان', 'صَلَّى', 'غَد', 'رَوْضَة', 'دَفْن', 'ٱِشْتِغال', 'فَضْل', 'تَلا', 'مَحْذُور', 'أَخْرَج', 'إِلّا', 'مَكَّة', 'رَحِم', 'ٱِبْن', 'إِمام', 'مَضَى', 'قَرِيب', 'الكازروني']"
5460,"['صاحِب', 'سَيِّد', 'أَخ', 'سَيِّد', 'أُمَّة', 'رَفَد', 'وَخَى', 'طاعَة', 'أَخْرَج', 'عَقْل', 'شَجاعَة', 'مات', 'رَبِيع', 'سَعَى']"
5461,"['نابِغ', 'أَحْسَن', 'مَكِّيّ', 'عَرَف', 'أَعْيان', 'إِشْراف', 'عَقْل', 'عِبادَة', 'ٱِسْتِحْضار', 'مَسْأَلَة', 'مَذْهَب', 'الزيديه', 'خَبَر', 'قارِب', 'مُدَّة', 'أَهْل', 'بَيْت', 'إِشْراف', 'والِي', 'مات', 'جُمادَى', 'أُولَى', 'ذَكَر', 'فاسِيّ']"
5462,"['أَخ', 'ٱِبْن', 'عَمّ', 'ماضِي', 'أُخْت', 'عَرَف', 'سَلَف', 'سَمِع', 'قَدَّم', 'رَجَب', 'ٱِثْنَتانِ', 'سَعَى', 'زار', 'حِفْظ', 'قُرْآن', 'عَرَض', 'قاضِي']"
5463,"['مَعْرُوف', 'مات', 'رَخِي', 'أَتَى', 'قَرِيب']"
5464,"['مُؤَذِّن', 'باب', 'عُمْرَة', 'ماضِي', 'تَرَدَّد', 'سَمِع', 'جَمال', 'عالَم', 'بُرْهان', 'مَكِّيّ', 'شافِعِيّ', 'مَضَى', 'المحمدين', 'ٱِبْن', 'ماضِي', 'قَرِيب']"
5465,"['مِصْرِيّ', 'حِفْظ', 'قُرْآن', 'مِنْهاج', 'تَكَسَّب', 'نَسّاخ', 'عُمْر', 'سَمِع']"
5466,"['دَخَل', 'سَمِع', 'آن', 'سَعَى', 'مَضَى', 'المحمدين', 'مَضَى', 'المحمدين', 'أَيْض']"
5467,"['أَصْل', 'قاهِرِيّ', 'المقسي', 'مالِكِيّ', 'ماضِي', 'أَب', 'وَلَد', 'قُرْب', 'جامِع', 'شَأَو', 'كَنَف', 'أَب', 'مَأْتَى', 'أَب', 'صَغِير', 'ٱِسْم', 'شَيْء', 'كَثِير', 'جِدّ', 'مَشْمُول', 'نَظَر', 'عَضّ', 'رَئِيس', 'ٱِسْتَقَلّ', 'حَجّ', 'أُمَّة', 'الرجبيه', 'حَجّ', 'ٱِنْفِراد', 'مَوْسِمِيّ', 'فَرّ', 'نِيَّة', 'عِيال', 'طاعُون', 'بَحْر', 'ثِنْي', 'سَعَى', 'وَصَل', 'مات', 'زار', 'ظَنّ', 'سافَر', 'نُزْهَة', 'حِفْظ', 'غالِب', 'قُرْآن', 'قَرَأ', 'رِسالَة', 'حَلّ', 'فَهِم', 'أَدْرَك', 'دِيوانِيّ', 'قِبْطِيّ', 'تَكَلَّم', 'جِهَة', 'أَحَبّ', 'ٱِشْتِغال', 'قُرْب', 'خِيار', 'قِرْن', 'ذَكَر', 'اللَّه', 'حَمْد', 'إِلّا', 'خَيْر', 'زائِد', 'إِقامَة', 'سَيْر']"
5468,"['أَصْل', 'قاهِرِيّ', 'شَقِيق', 'آتِي', 'أُمَّة', 'فرَنْجِيه', 'سَبّ', 'ٱِسْم', 'وَلَد', 'ثَمانِمائَة', 'مَنْزِل', 'أَب', 'قُرْب', 'شَأَو', 'كَنَف', 'أَب', 'حِفْظ', 'قُرْآن', 'أَزْمَة', 'فِقْه', 'عَرَبِيّ', 'أَصْل', 'مَعْنَى', 'بَيان', 'حَدِيث', 'تَفْسِير', 'سَمِع', 'كَثِير', 'عَضّ', 'شَفاً', 'قِراءَة', 'ٱِبْن', 'عَمَّة', 'مُحِبّ', 'قَرَأ', 'أَعْجَمِيّ', 'بخانقاه', 'سرياقوس', 'صِرْف', 'أَزْهَرِيّ', 'مَنْطِق', 'آخَر', 'سَمِع', 'أَجاز', 'أُخْت', 'خَلْق', 'ٱِسْتِدْعاء', 'خَطّ', 'مُؤَرَّخ', 'شَيْخ', 'جَمال', 'أُخْت', 'جَمال', 'آخَر', 'ٱِسْتِدْعاء', 'ٱِسْتِدْعاء', 'حَجّ', 'مَرَّة', 'جاوَر', 'بَقِي', 'أَب', 'زار', 'رَغِب', 'أَب', 'مَشْيَخَة', 'تَدْرِيس', 'باشَر', 'حَياة', 'دَرْس', 'مائِل', 'خَيْل', 'نَفِيس', 'ذَكاء', 'مُشارَكَة', 'وتودهه', 'مَزِيد', 'إِقْبال', 'أَب', 'مات', 'راجَع', 'أَب', 'ٱِبْتَدَأ', 'ضُعْف', 'حُجَّة', 'صَعِد', 'مُتَوَعِّك', 'ٱِسْتَمَرّ', 'ٱِزْدِياد', 'وَفاة', 'يَنْبُوع', 'جَحَف', 'دَفْع', 'صَحِب', 'صرر', 'أَهْل', 'حَرَم', 'مَزِيد', 'خِدْمَة', 'أَكْثَر', 'ٱِلْتِجاء', 'أَمْر', 'ٱِسْتَمَرّ', 'سائِر', 'مَحَفَّة', 'مَرْحَلَة', 'دَفْن', 'فاحِش', 'مُدَّة', 'حَضَر', 'دَفَن', 'أَب', 'حَمْد', 'صَنِيع', 'وَعَد', 'مَوْت', 'حَياة', 'والِد', 'كَرامَة', 'عَظْم', 'أَوْجَع', 'ٱِشْتَدّ', 'جَزِع', 'جَنَّة', 'رَحْمَة', 'إِيّا', 'عَفا']"
5469,"['قاهِرِيّ', 'أَصْل', 'مَكِّيّ', 'مالِكِيّ', 'ٱِبْن', 'أَخ', 'شَمْس', 'وَلَد', 'طُنّ', 'قَرَأ', 'مُخْتَصَر', 'فِقْه', 'لازَم', 'عَمّ', 'سَعَى', 'سَماع', 'شَيْء', 'لَفْظ', 'قَرَأ', 'يَسِير', 'كَتَب', 'عَضّ', 'تَصْنِيف', 'تَوَجُّه', 'رَبّ', 'دَعْوَة', 'سَمِع', 'أَكْثَر', 'قِراءَة', 'مَكان', 'نِصْف', 'نِسائِيّ', 'بفواتات', 'قَلِيل', 'تِرْمِذِيّ', 'قَطْع', 'جامِع', 'أَصْل', 'شَفاً', 'ٱِسْتِيعاب', 'قَصِيدَة', 'مُنْفَرِج', 'تَصْنِيف', 'مَقْصِد', 'حَسَن', 'تَوَجُّه', 'رَبّ', 'خَتْم', 'شَفاً', 'سَمِع', 'لَفْظ', 'كَثِير', 'فارَق', 'مَوْسِم', 'سَعَى', 'بَلَغ', 'سافَر', 'أَب', 'تِجارَة', 'كَتَب', 'مَوْطَأ', 'فارِق', 'قَدَّم', 'أَناب', 'سَعَى', 'لَبِث', 'سَمِع', 'وَفاة', 'أَب', 'ضَمّ', 'تَرِكَة', 'مَها', 'لَطَف']"
5470,"['صَحْراوِيّ', 'ٱِسْم', 'قَرَأ', 'كَتَب', 'خَطّ', 'جَيِّد', 'نُسْخَة', 'كِتاب', 'نَزَل', 'جِهَة', 'وصاهره', 'تاجِر', 'ٱِبْنَة', 'فاستولدها', 'تَوَجَّه', 'مَوْت', 'جاوَر', 'مَأْتَى', 'رَبِيع', 'صَلَّى', 'صُبْح', 'غَد', 'دَفَن', 'مَقْبَر', 'شَرَف', 'شَهِد', 'دَفْن', 'ظَنّ', 'قارِب', 'بَأْس', 'رَحِم', 'حُسَيْنِيّ', 'الطوخي', 'الغراقي', 'مَضَى']"
5471,"['أَخ', 'دَرَّب', 'مُباشَرَة', 'باشَر', 'حِمايَة', 'وَقْت']"
5472,"['القان', 'مَلِك', 'تَتَر', 'حَفِيد', 'ٱِسْم', 'نِيَّة', 'أَسْر', 'قَتَل', 'صاحِب']"
5473,[]
5474,"['حَيّ', 'ٱِثْنَتانِ']"
5475,[]
5476,['أَخ']
5477,"['عَرَف', 'سَلَف', 'وَلَد', 'رَمَضان', 'ثَمانِمائَة', 'شَأَو', 'حَضَر', 'أَب', 'خَتَم', 'مَأْتَى', 'شُوال', 'ٱِثْنَتانِ', 'رَخِي']"
5478,['مات']
5479,"['مَغْرِبِيّ', 'أَزال', 'مات', 'شُوال', 'قَرَأ', 'قاضِي', 'خَيْر', 'دِينا', 'صالِح', 'ذَكَر', 'شَيْخ', 'نَبَأ', 'رَخِي', 'أَيْض', 'عَلَوِيّ', 'القادري', 'المحمدين']"
5480,"['سكندري', 'أَصْل', 'قاهِرِيّ', 'شَقِيق', 'أَب', 'شَأَو', 'كَنَف', 'أَبَوان', 'حِفْظ', 'قُرْآن', 'كَسَب', 'شَهادَة', 'جَلَس', 'جاوَر', 'ٱِبْن', 'زَمَن', 'عانَى', 'تَوْقِيع', 'مَيَّز', 'خَدَم', 'إِضافَة', 'كِتابَة', 'سِرّ', 'بَيْت', 'راج', 'قَلِيل', 'ثِنْي', 'عُمَر', 'دارا', 'قُرْب', 'بَيْت', 'أَب', 'أَخ', 'مَأْتَى', 'فَجْأَةً', 'ٱِثْنَيْنِ', 'شَعْبان', 'فَتْح', 'سُدّ', 'سَعَى', 'ظَنّ', 'جاز', 'وَلَد', 'ٱِبْن', 'وَخَى', 'غائِب', 'أَرْسَل', 'البدري', 'جَهَّز', 'صَلَّى', 'دَفَن', 'سَلَف', 'عَفا', 'مَضَى']"
5481,"['الفارسكوري', 'شافِعِيّ', 'ماضِي', 'أَب', 'عَمّ', 'أَب', 'عَرَف', 'ٱِبْن', 'فَقِيه', 'ٱِسْم', 'وَلَد', 'ثَمانِمائَة', 'تَقْرِيب', 'ٱِشْتَغَل', 'حِفْظ', 'كِتاب', 'حَضَر', 'فَهِم', 'شارَك', 'جاوَر', 'أَقَرّ', 'عَضّ', 'أَبْناء', 'تاجِر', 'رُبَّما', 'كَسَب', 'لَقِي', 'ٱِثْنَتانِ', 'سَعَى', 'أَزْمَة', 'سَماع', 'مُسْلِم', 'أَذْكار', 'دِرايَة', 'رِوايَة', 'كَتَب', 'إِجازَة', 'حَسَن', 'خَيْر', 'فاضِل', 'كَثِير', 'سُؤال', 'مَجِيد', 'ٱِسْتِحْضار', 'رُكْبَة', 'آخَر', 'سَعَى', 'بَلَد', 'لَزِم', 'دُخُول', 'قَضاء', 'ظَنّ', 'آر', 'جاء', 'كِتاب', 'مَرَّة', 'أُخْرَى', 'سُخْط', 'صَرْف', 'صَبِيّ', 'مُهْمَل', 'لَبِث', 'خَرَج', 'هارِب', 'ٱِسْتَمَرّ', 'مُقِيم', 'بَلَد', 'مَصْرُوف', 'مُزَيَّن', 'أَب', 'مَضَى', 'المحمدين']"
5482,"['أَزال', 'والِد', 'عَرَف', 'بَلَد', 'لَقَب', 'جَدّ', 'أَعْلَى', 'وَلَد', 'ثَمانِمائَة', 'حِفْظ', 'قُرْآن', 'والشاطبيه', 'مِنْهاج', 'إِلْف', 'قَدَّم', 'نَزَل', 'ٱِبْن', 'عَمّ', 'قِراءَة', 'عَرَبِيّ', 'فاق', 'قَرَأ', 'مِنْهاج', 'أَزْمَة', 'تَقْسِيم', 'لازِم', 'تِلْمِيذ', 'فِقْه', 'أَصْل', 'عَرَبِيّ', 'حَضَر', 'أَيْض', 'سَمِع', 'ظاهِرِيّ', 'قَدِيم', 'طائِفَة', 'دَرَّب', 'صِناعَة', 'شَرْط', 'مُسْلِم', 'بَلَد', 'راجَع', 'فاضِل', 'رَبّ', 'مَذْهَب', 'مَسْأَلَة', 'خِلاف', 'مَيَّز', 'أَشار', 'فَضِيلَة', 'حَسَن', 'فَهْم', 'تُؤَدَة', 'تَثَبُّت', 'جُودَة', 'خَطّ', 'عِبارَة', 'ٱِرْتَقَى', 'زال', 'رَقِي', 'ٱِنْفَرَد', 'ٱِشْتِغال', 'سُلْطان', 'أَوان', 'رُكْن', 'ناس', 'ٱِعْتَمَد', 'تَوَسُّل', 'قَضِيَّة', 'أَنْهَى', 'حِشْمَة', 'رِئاسَة', 'حَسَن', 'الشكاله', 'هِمَّة', 'رُبَّما', 'وَصَل', 'تَعَصُّب', 'ٱِلْتِفات', 'فَقِير', 'إِحْسان', 'حَجّ', 'مِرار', 'ٱِسْتَقَرّ', 'خِدْمَة', 'الشيخونيه', 'شَحْنَة', 'كَثُر', 'جِهَة', 'تَزايَد', 'وَجاهَة', 'جُمادَى', 'ٱِثْنَتانِ', 'سَعَى', 'حَمِيّ', 'مَقَت', 'سُلْطان', 'مُوافَقَة', 'غَرَض', 'كَلِمَة', 'كَلام', 'يابِس', 'صَرَّح', 'رَجَب', 'كَوْن', 'غائِب', 'لَعْنَة', 'نَقْص', 'ٱِحْتَمَل', 'ٱِسْتَمَرّ', 'تَجَلَّد', 'تَنَهَّد', 'غَرَق', 'وَلِي', 'مَجْمُوع', 'رَحِم', 'إِيّا']"
5483,"['مَكِّيّ', 'حَفِظ', 'قُرْآن', 'تَكَسَّب', 'بُزّ', 'دار', 'أَمارَة', 'أَثَر', 'فاقَة', 'خَيْر', 'تِلاوَة', 'مَأْتَى', 'حُجَّة', 'دَفَن', 'قُرْب', 'قَبْر', 'مَنْسُوب', 'مُؤْمِن', 'مَعْلاة', 'والِد', 'المحمدين', 'أَبِي', 'النستراوي', 'النقاوسي', 'مَغْرِبِيّ', 'ٱِسْم']"
5484,['لَقَب']
5485,"['ٱِسْم', 'سَمِع']"
5486,"['ٱِبْن', 'شَهِير', 'شَيْخ', 'شِهاب', 'أُمَّة', 'وَلَد', 'شَأَو', 'كَنَف', 'مَأْتَى', 'أَب', 'شَرِيف', 'وَصِيَّة', 'زال', 'نَفِد', 'جَلّ', 'مُخَلَّف', 'يتصون', 'سافَر', 'مَوْسِم', 'سَعَى', 'تَوَجَّه', 'صاحِب', 'تَرْجَمَة', 'وَلِي', 'بَلَغ', 'وَفاة', 'سَعَى', 'وَعَد', 'بَرَكَة', 'أَب', 'ٱِنْكَشَف', 'حال']"
5487,"['شَيْخ', 'المجدلي', 'واعِظ']"
5488,"['شادِي', 'العمائر', 'رافِع', 'ٱِتَّهَم', 'ذَخِيرَة', 'مَخْدُوم', 'ضَرْب', 'يَد', 'ٱِبْتِداء', 'تَكَلَّم', 'مِرْفَعَة', 'دَوْلَة']"
