,text_nt
6343,"['ٱِبْنَة', 'أُخْت', 'ماضِي', 'وَلَد', 'مات', 'طاعُون']"
6344,"['ٱِبْنَة', 'أُخْت', 'تُرْكِيّ', 'أَب', 'تَزَوَّج', 'ظَرِيف', 'مَأْتَى', 'وَلَد', 'تَزَوَّج', 'أَمِير', 'مَوْت', 'أُخْت', 'سابِق', 'واستولدها', 'جَماعَة', 'مات', 'طاعُون', 'سَعَى', 'تَزَوَّج', 'صاحِب', 'تَرْجَمَة', 'كاتِب', 'قارِئ', 'متودده', 'مُتَصَدِّق', 'حَسَبَما', 'بَلَغ', 'زَوْج', 'بَعِيد', 'سَعَى', 'أَثْكَل', 'مَجِيء', 'واعِظ', 'حَمَوِيّ', 'رَئِيس']"
6345,"['ٱِبْنَة', 'ٱِبْنَة', 'زَوْج', 'شِهاب', 'ٱِبْنَة', 'أَخ', 'قاضِي', 'وَلَد', 'تَقْرِيب', 'أَجاز', 'تَفَرَّد', 'رِوايَة', 'كَثِير', 'أَصِيل', 'خَرَج', 'شَيْخ', 'مَشْيَخَة', 'حَدَث', 'كَثُر', 'كَسِل', 'ذَكَر', 'شَيْخ', 'مُعْجَم', 'ٱِخْتِصار', 'مات', 'مُسْتَهَلّ', 'جُمادَى', 'أُولَى', 'دَفَن', 'غَد', 'رَحِم']"
6346,"['ٱِبْنَة', 'دِمَشْقِيّ', 'الصالحيه', 'سَبِط', 'ٱِلْتَقَى', 'أَحْضَر', 'عَلاء', 'حُجَّة', 'ٱِثْنَتانِ', 'ثَمانِمائَة', 'حَدَث', 'سُمْعَة', 'صالِح', 'صالِح', 'خَيِّر', 'مات', 'حَقَّق']"
6347,"['ٱِبْنَة', 'مُقَدَّم', 'خِيار', 'أَب', 'سَبِط', 'الاتابك', 'تَزَوَّج', 'جانِب', 'مَأْتَى', 'أَثْكَل', 'أَب', 'ذَكَّر', 'عَقْل', 'خَيْر']"
6348,"['ٱِبْنَة', 'تَزَوَّج', 'واستولدها', 'عائِش', 'ماضِي', 'تَزَوَّج', 'والِد', 'إِخْوَة', 'مَأْتَى', 'طَلَع', 'بَحْر', 'تَزَوَّج', 'عَضّ', 'شَبِيه', 'عكام', 'قَصَد', 'مُخالَصَة', 'إِمْكان', 'التحرز', 'تَدَخُّل', 'إِلّا', 'حَجّ', 'متعلله', 'سَبَب', 'سُقُوط', 'مَكَث', 'مات', 'رَبِيع', 'سَعَى', 'ٱِبْنَة', 'طَلَع', 'مَوْسِم', 'فَوّارَة', 'رَحِم']"
6349,"['ٱِبْنَة', 'حاجّ', 'مَقْدِسِيّ', 'زَوْج', 'بُرْهان', 'أَجاز', 'آخَر', 'حَدَث', 'سَمِع', 'ذَكَر', 'شَيْخ', 'مُعْجَم', 'أَجاز', 'ٱِسْتِدْعاء', 'ٱِبْنَة']"
6350,"['ٱِبْنَة', 'سَبِط', 'ايتمش', 'تَزَوَّج', 'كاشِف', 'صَعِيد', 'زَوْج', 'مَأْتَى', 'حَيّ', 'ثَرْوَة', 'مَتاع']"
6351,"['ٱِبْنَة', 'زَوْج', 'حِشْمَة', 'شَرِيف', 'قَصَد', 'حَدِيث', 'مات', 'مُحَرَّم', 'رَخِي']"
6352,"['ٱِبْنَة', 'زَوْج', 'شَيْخ', 'ذِكْر', 'مُجَرَّد']"
6353,"['ٱِبْنَة', 'أُخْت', 'صالِح', 'زَوْج', 'أَشْرَف', 'غايَة', 'بَذْل', 'كَرْم', 'زال', 'ٱِسْتَدان', 'ٱِفْتَقَر', 'ٱِحْتاج', 'سُؤال', 'مات', 'دَفَن', 'أَب', 'ضَرِيح', 'جاز', 'قارَب', 'دَيْن', 'شَيْء', 'كَثِير']"
6354,"['ٱِبْنَة', 'خاصكيه', 'باشّ', 'ساق', 'مُحَمَّل', 'ٱِبْنَة', 'ناصِرِيّ', 'ماضِي', 'تَزَوَّج', 'عَضّ', 'بَنِي', 'نِصْف', 'واستولدها', 'ماضِي', 'فارِق', 'تَزَوَّج', 'ٱِبْنَة', 'حُجَّة', 'صُحْبَة', 'ٱِبْنَة', 'ٱِبْنَة', 'ناظِر', 'جَيْش', 'سَعَى', 'جاوَر', 'تَخَلَّف', 'كاتِب', 'قارِئ']"
6355,"['ٱِبْنَة', 'أَبِي', 'شَقِيقَة', 'ٱِبْنَة', 'وَلَد', 'رَبِيع', 'وابعين', 'ثَمانِمائَة', 'أَجاز', 'جَماعَة', 'مات', 'حُجَّة', 'حَياة', 'أَبَوان']"
6356,"['ٱِبْنَة', 'وَلَد', 'أَجاز', 'ذَكَر', 'مُعْجَم', 'بَيْض']"
6357,"['ٱِبْنَة', 'مِصْرِيّ', 'مَكِّيّ', 'عَرَف', 'أَب', 'شَيْخ', 'مات', 'حُجَّة', 'دَفَن', 'مَعْلاة']"
6358,"['ٱِبْنَة', 'زَوْج', 'مات', 'جُمادَى', 'أُولَى', 'دَفَن', 'والِد', 'مَعْلاة', 'رَخِي']"
6359,"['ٱِبْنَة', 'الحجاجيه', 'الحورانيه', 'تَرْبِيَة', 'وَلَد', 'مُحَرَّم', 'سَمِع', 'ٱِبْنَة', 'جُزْء', 'مَرْأَة', 'جُزْء', 'حَدَث', 'سَمِع', 'شَيْخ', 'قَدِيم', 'صالِح', 'ذَكَر', 'مُعْجَم', 'عَقْد', 'رَخِي', 'مَوْت', 'شَعْبان', 'غَلَط', 'سَقَط', 'واقِع']"
6360,"['ٱِبْنَة', 'مات', 'رَبِيع', 'رَخِي']"
6361,"['ٱِبْنَة', 'تَزَوَّج', 'أَب', 'وَصِيّ', 'قاضِي']"
6362,"['ٱِبْنَة', 'قُرَشِيّ']"
6363,"['ٱِبْنَة', 'قاهِرِيّ', 'ماضِي', 'أَب', 'سَمِع', 'بقرائتي', 'شَيْء']"
6364,"['ٱِبْنَة', 'أَجاز', 'جَماعَة', 'مات', 'ٱِثْنَتانِ']"
6365,"['ٱِبْنَة', 'بَهاء', 'دَعا', 'ٱِبْنَة', 'الخواجا', 'مات', 'رَبِيع', 'آخَر', 'ذِكْر', 'فاسِيّ']"
6366,"['ٱِبْنَة', 'جَلال', 'دَعا', 'مات', 'جاوَز', 'لَيْلَة', 'مُسْتَهَلّ', 'مُحَرَّم', 'صَلَّى', 'غَد', 'جامِع', 'حاكِم', 'دَفَن', 'مَدْرَسَة', 'جَدّ', 'عادَة', 'والِد', 'زَوْج', 'صِغَر', 'ٱِلْتَقَى', 'قاضِي', 'حَياة', 'أَب', 'عِزَّة', 'جَمال', 'الاستادار', 'قائِم', 'مُهِمّ', 'عُرْس', 'أَقام', 'مُدَّة', 'وَلَد', 'مَوْت', 'والِد', 'وَلَد', 'خُنْثَى', 'ذَكَر', 'فَرَج', 'أُنْثَى', 'أَدان', 'زائِد', 'ثابِت', 'كَتِف', 'رَأْس', 'قَرْن', 'قَرْن', 'ثَوْر', 'مات', 'وَضَع', 'وَلَد', 'مَيِّت', 'تَزَوَّج', 'آخِر', 'مَأْتَى', 'لَزِم', 'إِقامَة', 'مَدْرَسَة', 'جَدّ', 'أَثْكَل', 'وَلَد', 'مَعْرُوف', 'طاعُون', 'ٱِشْتَدّ', 'حُزْن', 'أَضَرّ', 'جَنَّة']"
6367,"['ٱِبْنَة', 'ٱِلْتَقَى', 'مات', 'رَبِيع', 'دَفَن', 'رَخِي', 'أَخ', 'بِي', 'بَرّ', 'مُحْسِن', 'مُشْفِق', 'والِد']"
6368,"['ٱِبْنَة', 'وَجِيه', 'مات', 'رَبِيع', 'سَعَى', 'دَفَن', 'تُرْبَة', 'مَعْلاة']"
6369,"['ٱِبْنَة', 'زَيْن', 'أُخْت', 'المحمدين', 'أَبِي', 'يُسْر', 'سَبِط', 'نِظام', 'صاحِب', 'مَدْرَسَة', 'نِظامِيّ', 'تَزَوَّج', 'قَرِيب', 'واستولدها', 'ناصِرِيّ', 'شِهابِيّ', 'فارِق', 'تَزَوَّج', 'عَضّ', 'الدواداريه', 'قاضِي', 'ٱِغْتَبَط', 'ٱِسْتَمَرّ', 'مات', 'استولدها', 'وَلَد', 'مات', 'حَياة', 'عاش', 'أَيُّما', 'مات', 'تَقْرِيب', 'قَرِيب', 'سَعَى', 'سَنّ', 'عالِي', 'زَوْج', 'أَخِير', 'رَئِيس']"
6370,"['ٱِبْنَة', 'الزيني', 'شَقِيقَة', 'تُرْكِيّ', 'تَزَوَّج', 'قَرِيب', 'نَجْم', 'مَكَث', 'مُدَّة', 'فارِق', 'بَكْر', 'تَزَوَّج', 'قَرِيب', 'آخَر', 'شِهاب', 'ناظِر', 'خاصّ', 'وَلَد', 'فارِق', 'يَد', 'قَصِير', 'كَفّ', 'ظَنّ', 'إِتْقان', 'خاط', 'أَنْبَت', 'كَوْن', 'غايَة', 'جَمال', 'مات', 'سَعَى', 'ثَمانِمائَة', 'جاء', 'خُبَر', 'قَرِيب', 'مُجاوِر']"
6371,"['ٱِبْنَة', 'أَجاز', 'جَماعَة', 'ٱِبْنَة', 'خَيْر', 'أُخْت', 'شِهاب', 'أَتَى', 'كُنْيَة']"
6372,"['ٱِبْنَة', 'مَكِّيّ', 'زَوْج', 'مات', 'رَبِيع', 'سَعَى']"
6373,"['ٱِبْنَة', 'النستراوي', 'أَصْل', 'قاهِرِيّ', 'أُخْت', 'تَزَوَّج', 'تَأَيَّم', 'مَوْت', 'مُدَّة', 'مات', 'جُمادَى', 'آخِرَة', 'أَكْمَل', 'دَفَن', 'البيبرسيه', 'كَثِير', 'سُقْم']"
6374,"['ٱِبْنَة', 'ٱِبْنَة', 'أَجاز', 'ثَمانِمائَة', 'عائِش', 'ٱِبْنَة', 'آخَر']"
6375,"['ٱِبْنَة', 'شَرَف', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'وَلَد', 'مات', 'ضُحَى', 'جُمادَى', 'أُولَى', 'سَعَى', 'صَلَّى', 'صَلاة', 'عَصْر', 'حَجَر', 'أَسْوَد', 'قاضِي', 'دَفَن', 'مَعْلاة', 'جَدّ', 'جَمْع', 'حافِل', 'عَمِل', 'رَبْعَة', 'مَسْجِد', 'حَرام', 'غالِب']"
6376,"['ٱِبْنَة', 'وَلَد', 'جُمادَى', 'أُولَى', 'حَبَشِيّ', 'أَب', 'أَجاز', 'مَوْلِد', 'مُحِبّ', 'مُطْرِي', 'مات', 'مُحَرَّم']"
6377,"['ٱِبْنَة', 'زَوْج', 'مات', 'جُمادَى', 'أُولَى', 'دَفَن', 'والِد', 'مَعْلاة']"
6378,"['ٱِبْنَة', 'مات', 'رَبِيع', 'رَخِي']"
6379,"['ٱِبْنَة', 'مَدْعُوّ', 'ٱِبْنَة', 'أَحْضَر', 'ثَمانِمائَة', 'جَدّ', 'أَجاز', 'جَماعَة', 'تَزَوَّج', 'المحيوي', 'وَلَد', 'مات', 'رَبِيع']"
6380,"['ٱِبْنَة', 'أُخْت', 'وَلَد', 'رَبِيع', 'أَجاز', 'تَزَوَّج', 'وَلَد', 'آتِي', 'مات', 'رَبِيع', 'آخَر']"
6381,"['ٱِبْنَة', 'فَخْر', 'النويري', 'مَكِّيّ', 'عَرَف', 'تَزَوَّج', 'فَقِيه', 'وَلَد', 'وَلَد', 'مَأْتَى', 'تَأَيَّم', 'مات', 'دَفَن', 'مَعْلاة', 'خَيِّر']"
6382,"['ٱِبْنَة', 'دَعا', 'أَيْض', 'شَهَر', 'ٱِبْنَة', 'حَياة', 'ٱِبْنَة', 'البالسي', 'مِصْرِيّ', 'عَرَف', 'مُهْمَل', 'كَبِير', 'أَجاز', 'سَعَى', 'آخَر', 'حَدَث', 'قَرَأ', 'أَصِيل', 'مات']"
6383,"['نَبَّه', 'شَمْس', 'إِخْوَة', 'مات', 'رَجَب', 'صَلَّى', 'الحاجبيه', 'باب', 'نَصْر', 'مَشْهَد', 'حافِل', 'دَفَن', 'سَعِيد', 'خَيِّر', 'أَثْنَى', 'أَهْل', 'قارَب', 'عَرَف', 'جاوَر', 'عَمَّر', 'جاز', 'أَب', 'سَلِيم', 'فُطْر', 'عَقْد', 'ٱِبْنَة', 'طَلَب', 'أَذِن', 'باشَر', 'صادَف', 'وَلَع', 'إِصْبَع', 'مَكان', 'ضِيق', 'ٱِسْتَطاع', 'إِخْراج', 'إِلّا', 'جَهْد', 'رَحِم']"
6384,"['ٱِبْنَة', 'أُخْت', 'أَحْضَر', 'أُولَى', 'مُحَرَّم', 'ثَمانِمائَة', 'حَلاوَى', 'خَتَم', 'شَفاً', 'أَجاز', 'مات', 'قَرِيب', 'رَحِم']"
6385,"['ٱِبْنَة', 'أَجاز', 'جَماعَة', 'تَزَوَّج', 'وَلَّد', 'وَلَد', 'مات', 'شَهِيد', 'شَعْبان']"
6386,"['ٱِبْنَة', 'سَمِع', 'بَيانِيّ', 'جُزْء', 'لَطِيف', 'رِوايَة', 'غُلام', 'ثَعْلَب', 'حَدَث', 'سَمِع']"
6387,"['ٱِبْنَة', 'شَرِيف', 'عَمّ', 'ذِكْر', 'ٱِبْن', 'أَخ', 'وَلَد', 'أَب', 'حَمَل', 'وَصَل', 'نَشَأ', 'تَزَوَّج', 'وَلَد', 'وَلَد', 'مات', 'رَبِيع', 'آخَر', 'دَفَن', 'مَعْلاة']"
6388,"['ٱِبْنَة', 'غَيْث', 'النويريه', 'مات', 'ٱِسْتِكْمال', 'نِصْف']"
6389,"['أُخْت', 'مات', 'ٱِسْتِكْمال', 'قَعْدَة']"
6390,"['ٱِبْنَة', 'أُمَّة', 'شَقِيقَة', 'وَلَد', 'تَقْرِيب', 'أَجاز', 'ٱِبْنَة', 'أَجاز', 'مات']"
6391,"['ٱِبْنَة', 'هاشِمِيّ', 'مَكِّيّ', 'أُخْت', 'ٱِبْن', 'ماضِي', 'مات', 'رَمَضان', 'رَخِي', 'قارِئ', 'خَيِّر', 'زار']"
6392,"['ٱِبْنَة', 'مَكِّيّ', 'زَوْج', 'بِنْت', 'مات', 'قَعْدَة', 'خَيِّر']"
6393,"['ٱِبْنَة', 'أُخْت', 'وَلَد', 'ثَمانِمائَة', 'ذِكْر', 'مُجَرَّد']"
6394,"['ٱِبْنَة', 'زَوْج', 'الخواجا', 'وَلَد', 'أَجاز', 'جَماعَة', 'مات', 'رَبِيع', 'ٱِثْنَتانِ']"
6395,"['ٱِبْنَة', 'مات', 'قَعْدَة', 'رَخِي']"
6396,"['ٱِبْنَة', 'أُخْت', 'وَلَد', 'قَعْدَة', 'ثَمانِمائَة', 'أَجاز', 'شَيْخ', 'سَلَّف', 'أُمَّة', 'كَرِيم']"
6397,"['ٱِبْنَة', 'شَيْخ', 'حاجِب', 'والِد', 'زَوْج', 'قاضِي', 'تَزَوَّج', 'وَلَد', 'مات', 'قَعْدَة', 'ٱِثْنَتانِ']"
6398,"['ٱِبْنَة', 'شَقِيقَة', 'الخواجا', 'شَهِير', 'شَيْخ', 'مَقام', 'أَحْمَدِيّ', 'مات', 'شُوال', 'سَعَى', 'قارَب', 'دَفَن', 'مَكان', 'أَخ', 'قُرْب', 'تُرْبَة', 'شَيْخ', 'مُتَوَفَّى', 'رَحِم', 'مَضَى', 'أُخْت']"
6399,"['ٱِبْنَة', 'شَرِيف', 'الحسنيه', 'مَكِّيّ', 'تَزَوَّج', 'شَرِيف', 'أَمِير', 'وَلَد', 'ٱِبْنَة', 'تَزَوَّج', 'شَرِيف', 'وَلَد', 'فارِس', 'خَيِّر', 'دِين', 'مُتَعَبِّد', 'مات', 'قَرِيب', 'ذِكْر', 'فاسِيّ', 'ٱِبْنَة']"
6400,"['ٱِبْنَة', 'خَطِيب', 'مَكِّيّ', 'زَوْج', 'تَزَوَّج', 'مات', 'رَجَب', 'سَعَى', 'صَلَّى', 'صَلاة', 'عَصْر', 'باب', 'دَفَن', 'مَعْلاة', 'سَلَف', 'مَوْلِد', 'جُمادَى', 'آخِرَة', 'أَجاز', 'جَماعَة']"
6401,"['ٱِبْنَة', 'مات', 'مُحَرَّم', 'ٱِثْنَتانِ']"
6402,"['ٱِبْنَة', 'وَلَد', 'رَبِيع', 'ثَمانِمائَة', 'خَنْق', 'أَب', 'صَغِير', 'نَشَأ', 'كَفالَة', 'فَتاة', 'أَب', 'ماضِي', 'تَزَوَّج', 'سَيِّد', 'نائِب', 'تَزَوَّج', 'أَغْرَى', 'مُؤْذِي', 'رَأْس', 'نُوبِيّ', 'نُوبَة', 'مَأْتَى', 'واستولدها', 'وَلَد', 'تَخَلُّف', 'تَزَوَّج', 'حَياة', 'واستولدها', 'وَلَد', 'أَكْمَل', 'تَزَوَّج', 'شَرَف', 'مات', 'شابَّة', 'سَلَّف', 'تَرْجَمَة', 'تَزَوَّج', 'عَمَّر', 'قُرْب', 'دَرْب', 'مَوْقِف', 'داخِل', 'باب', 'مَدْرَسَة', 'لَطِيف', 'أَقام', 'جقمق', 'أَكْمَل', 'إِلّا', 'عَمِل', 'دَرْس', 'حَنَفِيّ', 'قِراءَة', 'حَدِيث', 'تَفْسِير', 'كِتاب', 'قَرَّر', 'قُبَّة', 'حُضُور', 'ظُهْر', 'شَيْخ', 'قِراءَة', 'قارِئ', 'قَبْر', 'مَوْت', 'ٱِبْنَة', 'ٱِبْنَة', 'زَوْج', 'حَياة', 'مَوْسِمِيّ', 'تَكَرَّر', 'حجاتها', 'مُجاوَرَة', 'آخَر', 'ٱِثْنَتانِ', 'خَيِّر', 'أَقَرّ', 'طالَع', 'تَفْسِير', 'حَدِيث', 'مات', 'جُمادَى', 'أُولَى', 'ٱِثْنَتانِ', 'سَعَى', 'صَلَّى', 'غَد', 'جامِع', 'قُرْب', 'بَيْت', 'دَفَن', 'قُبَّة', 'رَحِم', 'إِيّا', 'لَبِث', 'عَضّ', 'ظُلْمَة', 'بَيْت', 'مُشار', 'مُسَمَّى', 'مُسَوِّغ', 'ٱِبْنَة']"
6403,"['ٱِبْنَة', 'زَوْج', 'أَشْرَف', 'وَلَد', 'ناصِرِيّ', 'سَمَّى', 'عَيْنِيّ', 'أَب', 'مات', 'جُمادَى', 'آخِرَة', 'دَفَن', 'مَدْرَسَة', 'زَوْج', 'صَلَّى', 'باب', 'سِتارَة', 'حَضْرَة', 'خَلِيفَة', 'سُلْطان', 'أَمِير', 'تَقَدُّم', 'جِنازَة', 'حافِلَة', 'وقرئ', 'لَيْل', 'نَهار', 'ذِكْر', 'شَيْخ', 'نَبَأ', 'أَثْنَى', 'عَيْنِيّ', 'خَيْر', 'دِين', 'رَخِي', 'وَفاة', 'جُمادَى', 'أُولَى', 'اللَّه']"
6404,"['ٱِبْنَة', 'عُثْمانِيّ', 'دَعا', 'عَمّ', 'ٱِبْنَة', 'ناصِرِيّ', 'ماضِي', 'مات', 'أَب', 'ثَمانِمائَة', 'تَزَوَّج', 'تاجِر', 'وَلَد', 'مَأْتَى', 'تَزَوَّج', 'مات', 'ظَنّ', 'رَئِيس', 'حِشْمَة']"
6405,"['ٱِبْنَة', 'قاهِرِيّ', 'شَقِيقَة', 'إِيّا', 'طُنّ', 'تَزَوَّج', 'دام', 'دَهْر', 'جاوَر', 'حَرَم', 'مَرَّة', 'مَوْت', 'أَقام', 'متايمه', 'أَيْض', 'مَرَّة', 'تَعَلَّل', 'مُدَّة', 'مات', 'جُمادَى', 'أُولَى', 'سَعَى', 'خَيِّر']"
6406,"['ٱِبْنَة', 'ٱِبْنَة', 'مَقام', 'مَكِّيّ', 'سَمِع', 'عَمّ', 'أَجاز', 'جَماعَة', 'تَزَوَّج', 'ظُهُور', 'مُحَرَّم', 'مَدْح', 'تَزَوَّج', 'وَلَّد', 'وَلَد', 'طَلَق', 'تَزَوَّج', 'طَلَق', 'تَأَيَّم', 'مات', 'رَمَضان', 'لَيْل', 'ضِيق', 'وَقْت', 'مَوْت', 'ذِكْر', 'صِهْرَة', 'زَوْجَة', 'ٱِبْنَة', 'خَيْر', 'عَقْل']"
6407,"['مَدْعُوّ', 'ٱِبْنَة', 'أَبِي', 'يَمَن', 'الاملي', 'مَكِّيّ', 'ٱِبْنَة', 'عَمّ', 'حَبَشِيّ', 'أَب', 'أَحْضَر', 'جَدّ', 'أَب', 'ٱِبْنَة', 'سَمِع', 'عَمَّة', 'الفاطمتين', 'ٱِبْنَة', 'مُسَلْسَل', 'وتساعيات', 'جِدّ', 'ٱِبْنَة', 'تُونِسِيّ', 'سَلَفِيّ', 'أَجاز', 'حَدَث', 'سَمِع', 'فاضِل', 'تُقَى', 'مات', 'أَضَرّ', 'مُحَرَّم', 'دَفَن', 'مَعْلاة']"
6408,"['ٱِبْنَة', 'ٱِبْنَة', 'إِمام', 'شَيْبانِيّ', 'الاسواني', 'أَصْل', 'سكندري', 'سَمِع', 'جَمال', 'تِرْمِذِيّ', 'ذَكَر', 'مُعْجَم']"
6409,"['ٱِبْنَة', 'أَمان', 'وَلَد', 'سَعَى', 'ٱِبْنَة', 'أَجاز', 'ٱِبْنَة', 'ٱِبْنَة', 'آخَر', 'مات', 'ٱِثْنَتانِ']"
6410,"['ٱِبْنَة', 'كَمال', 'ماضِي', 'أَب', 'تَزَوَّج', 'وَلَد', 'لُبّ', 'فارِق', 'قَرِيب', 'ٱِبْنَة', 'مَأْتَى', 'تَأَيَّم', 'كَفالَة', 'ٱِبْن', 'قاضِي', 'عَمَّة']"
6411,"['ٱِبْنَة', 'أُخْت', 'وَلَد', 'ثَمانِمائَة', 'تَزَوَّج', 'وَلَد', 'تَزَوَّج', 'أَخ', 'ٱِبْن', 'تَمَوَّل', 'عَمَّر']"
6412,"['ٱِبْنَة', 'ناصِرِيّ', 'أُخْت', 'عائِش', 'ماضِي', 'تَزَوَّج', 'أُخْت', 'واستولدها', 'أُخْت', 'مات']"
6413,"['ٱِبْنَة', 'ٱِلْتَقَى', 'مَكِّيّ', 'زَوْج', 'نَجْم', 'وَلَد', 'ٱِبْنَة', 'مَأْتَى', 'تَوَفَّى', 'ذِكْر', 'فاسِيّ']"
6414,"['ٱِبْنَة', 'مَقْدِسِيّ', 'الصالحيه', 'وَلَد', 'أَسْمَع', 'جَدّ', 'ٱِبْنَة', 'أَجاز', 'حَجّار', 'ٱِبْنَة', 'ذِكْر', 'شَيْخ', 'مُعْجَم', 'أَجاز', 'مات', 'رَمَضان', 'تَبِع', 'عَقْد']"
6415,"['ٱِبْنَة', 'أَبِي', 'ٱِبْنَة', 'قَرِيب', 'ماضِي', 'قَرِيب', 'حَضَر', 'أُولَى', 'ثَمانِمائَة', 'أَجاز', 'جَماعَة', 'تَزَوَّج', 'مات']"
6416,"['ٱِبْنَة', 'ٱِبْنَة', 'التنوخيه', 'دِمَشْقِيّ', 'وَلَد', 'ٱِثْنَتا', 'تَقْرِيب', 'أَسْمَع', 'حَدِيث', 'جُزْء', 'حَنْبَل', 'حَدِيث', 'أَجاز', 'ٱِلْتَقَى', 'ٱِبْنَة', 'جَمْع', 'جَمّ', 'تَفَرَّد', 'رِوايَة', 'دُنْيا', 'حَدَث', 'كَثِير', 'سَمِع', 'إِمام', 'وَصَل', 'شَيْخ', 'إِجازَة', 'جُمْلَة', 'مات', 'حِصار', 'رَبِيع', 'آخَر', 'تَبِع', 'عَقْد', 'جازِماً', 'رَبِيع', 'آخَر', 'مُسْتَنَد', 'رَحِم']"
6417,"['ٱِبْنَة', 'قَرِيب', 'ماضِي', 'قَرِيب', 'مات', 'بِكْر', 'قَعْدَة', 'ٱِثْنَتانِ']"
6418,"['ٱِبْنَة', 'حَنَفِيّ', 'أَجاز', 'مَجْد', 'لُغَوِيّ', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'سِراج', 'مات']"
6419,"['مَدْعُوّ', 'ٱِبْنَة', 'ٱِبْنَة', 'عَمّ', 'أُولَى', 'وَلَد', 'شَعْبان', 'تَزَوَّج', 'ٱِبْن', 'عَمّ', 'وَلَّد', 'مات', 'رَجَب', 'أَيْض']"
6420,"['ٱِبْنَة', 'الخواجا', 'الكارمي', 'شَمْس', 'عَرَف', 'ٱِبْنَة', 'مات', 'رَبِيع', 'ٱِبْنَة', 'مَكِّيّ', 'جِدَّة', 'نَجْم', 'ٱِبْنَة', 'ٱِنْقَلَب', 'نِسْبَة', 'حَفِيد', 'وَفاة']"
6421,"['دَعا', 'ٱِبْنَة', 'مَعْرُوف', 'بالمسيكينه', 'ثَمانِمائَة', 'نِسْوَة', 'الايمات', 'وارِد', 'مَكَّة', 'رِباط', 'كَبِير']"
6422,"['ٱِبْنَة', 'جَمال', 'ٱِبْنَة', 'أَحْضَر', 'مُحَرَّم', 'ٱِثْنَتا', 'ثَمانِمائَة', 'جَدّ', 'مَشْيَخَة', 'قَرَأ', 'ٱِبْن', 'عَمّ', 'اسماع', 'وَلَد', 'حَدِيث', 'مات', 'رَحِم']"
6423,"['ٱِبْنَة', 'ٱِبْنَة', 'عَمّ', 'تَزَوَّج', 'وَلَد', 'جَمال', 'تَزَوَّج', 'سَيِّد', 'طَلَق', 'تَزَوَّج', 'سَيِّد', 'فارِق', 'آن', 'مُحْتَسِب', 'أَخ', 'قاضِي', 'رِئاسَة', 'حِشْمَة']"
6424,"['ٱِبْنَة', 'قاهِرِيّ', 'عَمَّة', 'شَقِيقَة', 'والِد', 'أَسَنّ', 'نَشَأ', 'عِفَّة', 'صِيانَة', 'أَتْقَن', 'تَطْرِيز', 'تَنْبِيت', 'أَشْبَه', 'عَكَف', 'بِنْت', 'جار', 'تَعْلِيم', 'وَلَد', 'مات', 'حَياة', 'راوَنْد', 'حَظّ', 'زَوْج', 'جَلّ', 'عُمْر', 'رَفَد', 'والِد', 'غَيْرَة', 'مَرَّة', 'مَرَّة', 'جاوَر', 'باخِرَة', 'ٱِسْتَبْعَد', 'حُضُور', 'مِيعاد', 'سِراج', 'البلقيني', 'وَلَد', 'مُجاوَرَة', 'ٱِخْتِصاص', 'أَهْل', 'بَيْت', 'مات', 'رَجَب', 'ظَنّ', 'قارَب', 'جاوَز', 'مَشْهَد', 'حافِل', 'صَلَّى', 'جامِع', 'حاكِم', 'تَقَدَّم', 'ناس', 'البلقيني', 'دَفَن', 'جِوار', 'سَلَف', 'حَوَش', 'صُوفِيّ', 'البيبرسيه', 'رَحِم', 'إِيّا', 'خَيْر']"
6425,"['ٱِبْنَة', 'ٱِبْنَة', 'أُخْت', 'أَب', 'وَلَد', 'لَيْلَة', 'رَجَب', 'سَمِع', 'أَب', 'التنوخي', 'مَشْيَخَة', 'أَجاز', 'صاحِب', 'مات', 'قَرِيب', 'ظَنّ']"
6426,"['ٱِبْنَة', 'أَجاز', 'سَعَى', 'تَزَوَّج', 'وَلَد']"
6427,"['ٱِبْنَة', 'شَمْس', 'مُحِبّ', 'أَصْل', 'قاهِرِيّ', 'ٱِبْنَة', 'أَخ', 'خَيِّر', 'تَزَوَّج', 'وَلَد', 'فارِق', 'تَزَوَّج', 'مات', 'شَهِيد', 'طاعُون', 'قارَب', 'دَفَن', 'تُرْبَة', 'زَوْج', 'قُرْب', 'خارِج', 'رَحِم']"
6428,"['ٱِبْنَة', 'أَبِي', 'أَجاز', 'جَماعَة']"
6429,"['ٱِبْنَة', 'مات', 'مُحَرَّم', 'رَخِي']"
6430,"['ٱِبْنَة', 'ماضِي', 'أَب', 'تَزَوَّج', 'واستولدها', 'ٱِبْن']"
6431,"['ٱِبْنَة', 'شَمْس', 'أَدِيب', 'تَزَوَّج', 'وَلَد', 'مات', 'قَلِيل', 'جُمادَى', 'أُولَى', 'ٱِبْنَة', 'شَيْبانِيّ']"
