place,geometry,toponyms,value_counts
Q16125284,Point(39.18555556 21.4925),['مسجد الجفالي'],
Q12242727,Point(39.877777777 21.415),['مسجد الخيف'],
Q16125703,Point(39.61549167 24.44626667),['مسجد عتبان بن مالك'],
Q12242732,Point(39.60341667 24.48025),['مسجد الراية'],
Q16125362,Point(39.61236944 24.47835),"['مسجد ابي ذر, مسجد الشكر', 'مسجد السجدة']",
Q12242782,Point(39.5935 24.45549167),['مسجد المنارتين'],
Q216894,Point(39.983886 21.354831),"['عرفة, جبل الرحمة, جبل عرفات, جبل عرفه, عرفه', 'جبل عرفة']",
Q1788735,Point(39.937777777 21.3925),"['المزدلفة, مزدلفه', 'مزدلفة']",
Q2334553,Point(39.5789 24.4841),"['جامع التضامن الاسلامى', 'مسجد القبلتين']",
Q2628988,Point(39.1825 21.521667),['مسجد الملك سعود'],
Q18093374,Point(39.60322222 24.48024722),['مسجد الراية المدينة المنورة'],
Q3906385,Point(41.64389 41.64866),['مسجد باتومي'],
Q679979,Point(42.768055555 42.294444444),['دير غيلاتي'],
Q2344182,Point(43.2156 42.2875),['عمود كاتسكي'],
Q830965,Point(44.611388888 41.69),['دير بيتانيا'],
Q247960,Point(44.09547266 41.90429559),['كنيسة اتيني سيوني'],
Q691813,Point(43.283761111 41.380841666),['كهوف فرديزا'],
Q1262226,Point(44.733888888 41.838611111),['دير جفاري'],
Q36996,Point(44.816666666 41.6975),['كاتدرائية الثالوث المقدس'],
Q37222,Point(42.7043 42.2773),['كاثدرائية باغراتي'],
Q111249896,Point(44.201211514 41.331172075),['كنيسة دمانيسي الخمسينية'],
Q2352054,Point(74.323333333 31.583055555),['مسجد وزير خان'],
Q2420356,Point(71.583333333 34.016666666),['مسجد محبت خان'],
Q5225790,Point(72.120809 34.0004534),"['جامعة دار العلوم حقانية, دار العلوم حقانيه, دارالعلوم حقانية, دارالعلوم حقانيه', 'دار العلوم حقانية']",
Q3398837,Point(69.911388888 28.423055555),['مسجد بهونك'],
Q915851,Point(73.166666666 33.666666666),['المسجد الاحمر'],
Q2993402,Point(67.01 24.86),['مسجد طوبى'],
Q3918518,Point(73.02476111 33.65673056),"['الجامعة الاسلامية العالمية اسلام اباد, الجامعة الاسلامية العالمية اسلام اباد, الجامعة الاسلامية العالمية باسلام اباد, الجامعة الاسلامية العالمية بباكستان, الجامعه الاسلاميه العالميه باسلام اباد', 'الجامعة الاسلامية العالمية']",
Q330872,Point(74.310125 31.588075),['مسجد بادشاهي'],
Q2503092,Point(74.313888888 31.588333333),['مسجد موتي'],
Q18206214,Point(74.185787 31.3681),['الجامع الكبير'],
Q6146429,Point(73.03715 33.72972778),['مسجد الجمعة سيالكوت'],
Q4022334,Point(67.92777778 24.74722222),['مسجد شاه جهان'],
Q106777871,Point(73.0096848 33.6629546),['جامع الملك سلمان في اسلام اباد'],
Q12904640,Point(74.31777778 31.58694444),['مسجد مريم زماني بيكم'],
Q66429779,Point(71.4740294 30.2217961),['جامعہ قاسم العلوم ملتان'],
Q6734075,Point(67.041739 24.881337),['جامعة العلوم الاسلامية في كراتشي'],
Q31298827,Point(67.0876955 24.9238957),['الجامعہ العربیہ احسن العلوم'],
Q500983,Point(73.03715 33.729727777),"['مسجد شاه فيصل', 'مسجد الملك فيصل']",
Q5225767,Point(67.165325 24.84576111),['جامعة دار العلوم كراتشي'],
Q5012888,Point(73.69416667 32.91722222),['مسجد المستشفى العسكري جهلم'],
Q6734177,Point(73.109411 31.393612),['جامعہ اسلامیہ امدادیہ'],
Q7639954,Point(74.319616 31.583083),['مسجد سنهري لاهور'],
Q38251923,Point(73.3875 30.341111111),['ضريح بابا فريد'],
Q3409597,Point(74.313787 31.58847),['مسجد داي انكه'],
Q12242854,Point(31.277294 30.075166),['مسجد الدمرداش'],
Q12241698,Point(31.2579 30.0322),"['مسجد قانباي اميرا خور, مسجد قانباي الرماح, مسجد قاني باي اميرا خور, مسجد قاني باي السيفي اميرا خور', 'مسجد قاني باي الرماح']",
Q12069050,Point(31.70138889 26.54833333),['مسجد العارف بالله'],
Q312342,Point(31.262753 30.045869),"['ازهر, ازهر, الازهر, الازهر الشريف, الازهر, الازهر الشريف, الجامع الازهر الشريف, الجامع الازهر, المسجد الازهر, جامع ازهر, جامع الازهر, جامع الازهر, جامعة الازهر, جامعة الازهر الشريف, مسجد الازهر', 'الجامع الازهر']",
Q775838,Point(31.263742 30.054571),['مسجد الحاكم بامر الله'],
Q4022325,Point(31.2685 30.022),['مسجد زاوية الجيوشى'],
Q12242798,Point(31.2632 30.0507),"['مدرسة جمال الدين الاستادار', 'مسجد جمال الدين يوسف الاستادار']",
Q12204252,Point(31.25672 30.02473),['جامع السيدة عائشة'],
Q1277350,Point(31.26115 30.04985),"['البيمارستان المنصوري, المارستان المنصوري, مسجد ومدرسة وقبة وبيمارستان المنصور قلاوون', 'مجموعة السلطان المنصور قلاوون']",
Q12241632,Point(31.25542 30.04637),['مسجد ومدرسة الامير اسنبغا'],
Q12243214,Point(31.2420797 30.031722),"['جامع السيدة زينب, مسجد السيده زينب', 'مشهد السيدة زينب بالقاهرة']",
Q12204292,Point(31.25428 30.04051),['مسجد الملكة صفية'],
Q23975558,Point(31.25187 30.03878),"['رباط القاضي يحيى زين الدين', 'مسجد القاضي يحيى زين الدين']",
Q12242718,Point(31.25455 30.04474),"['مسجد محمد اغا', 'مسجد اق سنقر الفرقاني']",
Q22689821,Point(31.22888889 30.05805556),['مسجد ومدرسة ايتمش البجاسي'],
Q1707580,Point(31.2609 30.0292),['مسجد ومدرسة الناصر قلاوون'],
Q1331109,Point(29.90027778 31.19888889),"['كنيس الياهو حنابي, معبد الياهو الاسكندرية', 'كنيس الياهو هانبي']",
Q2635269,Point(32.63944444 25.7),"['جامع ابي الحجاج الاقصري', 'مسجد ابي الحجاج الاقصري']",
Q1948948,Point(31.818 31.42308333),['جامع عمرو بن العاص'],
Q2919031,Point(31.24361111 30.05138889),"['شعار هاشمايم, شعار هشمايم, معبد الاسماعيلية, معبد عدلي', 'كنيس عدلي']",
Q6735875,Point(31.2583 30.0507),['كنيس موسى بن ميمون'],
Q23975653,Point(31.26399 30.04743),['مسجد الملك الجوكندار'],
Q311441,Point(31.256666666 30.032777777),"['جامع الرفاعي', 'مسجد الرفاعي']",
Q7818638,Point(31.24711 30.02968),"['مسجد سلار وسنجر الجاولي', 'مسجد ومدرسة سنجر الجاولي']",
Q3397019,Point(31.2578 30.0422),['مسجد الصالح طلائع'],
Q1546313,Point(29.902579 31.197918),['كنيسة القديس سابا'],
Q3407548,Point(31.2489 30.0569),"['الكاتدرائية المرقسية بالازبكيه, الكاتدرائيه المرقسيه بالازبكيه', 'الكاتدرائية المرقسية بالازبكية']",
Q12204272,Point(29.900004 31.191902),"['مسجد العطارين', 'مسجد العطارين']",
Q12204318,Point(31.24554 30.03281),"['جامع بهلول, جامع تمراز, مسجد تمراز الاحمدي', 'مسجد الامير تمراز الاحمدي']",
Q1323845,Point(29.882246 31.205609),"['جامع ابو العباس المرسي, جامع المرسى ابو العباس, مسجد المرسي ابو العباس', 'مسجد ابو العباس المرسي']",
Q683511,Point(31.233161111 30.010138888),"['جامع عمرو بالفسطاط, جامع عمرو بن العاص بالقاهرة', 'جامع عمرو بن العاص']",
Q5404911,Point(31.263852 30.063396),['كنيس حنان'],
Q12243219,Point(31.251944444 30.025555555),"['مشهد السيدة رقية, مشهد السيدة رقية بنت علي, مشهد رقيه بنت علي', 'مشهد رقية بنت علي']",
Q12204205,Point(31.8109 31.4194),"['جامع البحر', 'مسجد البحر']",
Q12061433,Point(31.251284 30.030385),"['الصرغتمشية, المدرسة الصرغتمشية, مدرسة صرغتمش, مسجد الامير صرغتمش الناصري, مسجد سرغطمش, مسجد ومدرسة الامير صرغتمش الناصري', 'مسجد ومدرسة صرغتمش الناصري']",
Q12780117,Point(31.25296 30.030567),"['مسجد الامير شيخو العمري, مسجد الامير شيخو الناصري, مسجد الامير شيخون', 'جامع وخانقاه شيخو']",
Q12242781,Point(31.8122 31.4143),"['جامع المعينى, جامع المعيني, مسجد المعينى', 'مسجد المعيني']",
Q12241679,Point(31.25795 30.03316),['مسجد ومدرسة جوهر اللالا'],
Q12242864,Point(31.25236 30.04288),['مسجد يوسف اغا الحين'],
Q23976406,Point(31.25925 30.03176),['زاوية حسن الرومي'],
Q3906382,Point(32.8998 24.089),['مسجد الطابية'],
Q25463100,Point(31.283805555 30.061144444),['مسجد الرحمن الرحيم'],
Q12242688,Point(31.25963 30.04614),"['مسجد السلطان الغورى', 'مسجد الاشرف قنصوه الغوري']",
Q6816483,Point(29.893729 31.198514),['كنيس منشا'],
Q6916436,Point(31.261841 30.045933),"['جامع محمد بك ابو الذهب, مسجد محمد بك ابى الذهب', 'مجمع محمد بك ابو الذهب']",
Q23975599,Point(31.26373 30.0337),['مسجد وخانقاه نظام الدين'],
Q12242839,Point(31.27499 30.04402),"['مسجد قايتباي, مسجد وتربة قايتباي, مجمع قايتباي, مجموعة الاشرف قايتباي, مجموعة السلطان قايتباي, مجموعة السلطان قيتباي, مجموعة قايتباي, مدرسة قايتباى قرافة المماليك, مدرسة قايتباي, مدرسة قيتباي قرافة المماليك, مسجد قايتباى, مسجد قيتباي, مسجد ومدرسة قايتباي', 'مجمع سلطان قايتباي']",
Q23975608,Point(31.26205 30.04056),['مسجد اصلم السلحدار'],
Q15179391,Point(31.2237 30.058),"['كاتدرائية جميع القديسين', 'كاتدرائية كل القديسين']",
Q11936598,Point(31.264375 30.031056),"['مسجد سليمان باشا قلعة صلاح الدين', 'مسجد سليمان باشا الخادم']",
Q12204334,Point(31.23188 30.062306),"['مسجد سنان باشا بولاق', 'جامع سنان باشا']",
Q12242699,Point(31.2579 30.0106),"['قبة الامام الشافعي, مسجد الامام الشافعى', 'ضريح الامام الشافعي']",
Q622784,Point(31.260277777 30.036111111),"['جامع اق سنقر, مسجد اق سنقر', 'مسجد ابراهيم اغا مستحفظان']",
Q25453908,Point(31.262552 30.053824),"['زاوية ابو الخير الكليباتي', 'مسجد ابو الخير الكليباتي']",
Q12242780,Point(31.2574 30.0316),['مسجد المحمودية'],
Q12242819,Point(30.6463 31.12849),"['مسجد ابراهيم الدسوقي, مسجد سيدى ابراهيم الدسوقي, مسجد سيدى ابراهيم الدسوقي, مسجد سيدي ابراهيم الدسوقي', 'مسجد سيدي ابراهيم الدسوقي']",
Q12242812,Point(31.261878 30.052445),['مسجد وسبيل سليمان اغا السلحدار'],
Q12242770,Point(31.246056 30.059846),"['جامع الفتح القاهرة', 'مسجد الفتح']",
Q23976417,Point(31.25957 30.03605),['زاوية محمد ضرغام'],
Q12204230,Point(31.24908 30.02999),"['جامع الخضيرى, جامع الخضيري', 'مسجد الخضيري']",
Q12242806,Point(31.3258 30.0668),['مسجد رابعة العدوية'],
Q287283,Point(31.2619 30.0517),"['الاقمر', 'مسجد الاقمر']",
Q12242706,Point(31.2537894 30.0259745),"['مسجد البردينى', 'مسجد البرديني']",
Q12242840,Point(31.257432 30.0414302),['مسجد قجماس الاسحاقي'],
Q652046,Point(31.259722222 30.028611111),"['جامع محمد علي باشا, مسجد الالبستر, مسجد المرمر, مسجد محمد علي باشا', 'مسجد محمد علي']",
Q1430119,Point(31.2567 30.0319),"['جامع السلطان حسن, جامع ومدرسة السلطان حسن, مدرسة السلطان حسن, مسجد السلطان حسن', 'جامع ومدرسة سلطان حسن']",
Q6702951,Point(31.2682 30.0199),['مسجد اللؤلؤة'],
Q20413533,Point(31.324331 30.091765),['كنيس فيتالي مجار'],
Q23975571,Point(31.25694 30.02141),['زاوية زين الدين يوسف'],
Q838360,Point(31.2575 30.0431),"['الجامع المؤيدي, المسجد المؤيدي, جامع السلطان الملك المؤيد, مسجد المؤيد', 'مسجد السلطان المؤيد شيخ']",
Q23975563,Point(31.25514 30.04533),['زاوية فيروز الساقي'],
Q16798133,Point(31.2585 30.049666666),"['معبد حاييم كابوسي', 'كنيس حاييم كابوسي']",
Q12241680,Point(31.2604 30.0355),"['مسجد الامير خاير بك', 'مجمع الامير خاير بك الجنائزي']",
Q2279688,Point(31.2631 30.0478),"['المشهد الحسيني بالقاهرة, جامع الحسين بالقاهرة, جامع الحسين في القاهرة, مسجد الامام الحسين بالقاهره, مسجد الحسين في القاهرة, مشهد الحسين بن علي بالقاهرة', 'مسجد الامام الحسين بالقاهرة']",
Q12204253,Point(31.25241 30.02237),"['مسجد السيدة نفيسة, مشهد السيدة نفيسة', 'جامع السيدة نفيسة']",
Q12241714,Point(31.26125 30.05016667),"['مسجد السلطان برقوق, المدرسة الظاهرية, مدرسة وخانقاه ومدفن الظاهر برقوق, مسجد ومدرسة وخانقاه وقبة الظاهر برقوق', 'مجموعة السلطان الظاهر برقوق']",
Q915413,Point(31.249528 30.02875),"['الجامع الطولوني, المسجد الطولوني, جامع احمد بن طولون, جامع ابن طولون, جامع بن طولون, مسجد احمد بن طولون', 'مسجد ابن طولون']",
Q25452804,Point(31.233927 30.043232),['مسجد عمر مكرم'],
Q6743467,Point(31.2599 30.046),"['مجمع الغوري, مجموعة الغوري, مدرسة الغوري, مسجد الغوري, مسجد ومدرسة الغوري', 'مجمع سلطان الخوري']",
Q12241628,Point(31.2512 30.03055),['مسجد ومدرسة ابن تغري بردي'],
Q12204278,Point(31.263236 30.044781),"['مدرسة العيني, مدرسه العيني, مسجد شيخ الاسلام شهاب الدين احمد بن حجر العسقلانى', 'مدرسة العيني']",
Q2474653,Point(31.231022 30.005794),"['كنيس بن عيزرا, معبد بن عزرا', 'كنيس بن عزرا']",
Q1535255,Point(31.26341667 30.06227778),['جامع الظاهر بيبرس'],
Q441410,Point(31.2592 30.0397),"['مسجد الطنبغا الماردانى, مسجد المارداني', 'مسجد الطنبغا المارداني']",
Q12242843,Point(31.24522 30.03044),"['مسجد لاجين السيفى, مسجد جقمق', 'مسجد لاجين السيفي']",
Q12241700,Point(31.24868 30.03534),"['مدرسة قراخجا الحسنى', 'مسجد ومدرسة قراقجا الحسني']",
Q12242776,Point(31.176944 27.176111),['مسجد المجاهدين'],
Q4670433,Point(31.2297 30.0394),['مسجد السلطان ابو العلا'],
Q6856901,Point(29.985257 31.261574),['مسجد سيدي بشر'],
Q12242788,Point(31.28295983 30.07535983),['مسجد النور'],
Q20413592,Point(31.274527777 30.062694444),['كنيس موسى الدرعي'],
Q1581553,Point(30.0114 31.26),"['الكاتدرائية المرقسية بالاسكندرية, الكاتدرائيه المرقسيه بالاسكندريه, الكنيسة المرقسية بالاسكندرية, الكنيسة المرقسية بالاسكندرية, كنيسة بوكاليا', 'الكاتدرائية المرقسية']",
Q25453751,Point(31.25909 30.04432),['مسجد الفكهاني'],
Q4117456,Point(30.99888889 30.78361111),['مسجد احمد البدوي'],
Q1626365,Point(32.87577778 24.09472222),['دير الانبا سمعان باسوان'],
Q34509139,Point(31.2275 30.024167),['مسجد السلطان قايتباي'],
Q1183369,Point(31.906945 26.192364),"['دير ابي موسى ', 'دير الست دميانة']",
Q521646,Point(29.89694 31.18194),"['معبد السرابيوم', 'سرابيوم']",
Q7401898,Point(31.2325 30.015555555),['كنيسة ابو سيفين'],
Q56284343,Point(31.278881 30.049036),['مجموعة السلطان الناصر برقوق'],
Q44717955,Point(33.347777777 31.039444444),['مسجد الروضة'],
Q2177194,Point(30.7792 27.3853),['الدير المحرق'],
Q29513942,Point(34.295233 27.866521),['مسجد الصحابة'],
Q14207562,Point(30.284444444 29.082222222),"['دير الانبا مكاريوس السكندري', 'دير وادي الريان']",
Q3320218,Point(30.476111111 30.291388888),"['دير ابو مقار, دير الانبا مقاريوس, دير الانبا مكاريوس, دير القديس انبا مقار', 'دير الانبا مقار']",
Q14207557,Point(32.700069444 25.834388888),['دير مار جرجس المجمع'],
Q451698,Point(32.2625 22.731111),['امادا'],
Q3517517,Point(31.9627 22.6226),"['معبداليسيا', 'معبد اليسيا']",
Q6770600,Point(31.388411111 31.2944),['دير القديسة دميانة'],
Q14223971,Point(30.554 25.493769444),['عين مصطفى كاشف'],
Q2965718,Point(31.230638888 30.00625),"['كنيسه القديس ابو سرجه', 'كنيسة القديس ابو سرجة']",
Q11704302,Point(32.86734 23.9609),"['معبدكلابشة', 'معبد كلابشة']",
Q107120932,Point(31.753973 30.000897),['مسجد مصر الكبير'],
Q57418063,Point(30.556503 25.441647),"['المسجد الكبير', 'الجامع الكبير']",
Q6898336,Point(32.480555555 25.375),['دير الفخوري'],
Q29513945,Point(33.842861111 27.229611111),['مسجد الميناء'],
Q43033418,Point(31.2575 30.041111111),['جامع محمود الكردي'],
Q3320206,Point(30.355277777 30.310277777),"['دير القديس انبا بيشوي', 'دير الانبا بيشوي']",
Q14207591,Point(32.695980555 25.882430555),"['دير الملاك ميخائيل', 'دير الملاك ميخائيل البحري']",
Q5017025,Point(29.8994 31.2009),['سيزاريوم الاسكندرية'],
Q56230409,Point(34.796361 23.301667),['بئر ابو سعفة'],
Q14207689,Point(30.8534 29.2655),['دير العزب'],
Q47491047,Point(31.602305 30.019645),"['جامع الفتاح العليم', 'مسجد الفتاح العليم']",
Q1462523,Point(33.459407 29.036733),['سرابيط الخادم'],
Q14207573,Point(32.701838888 25.831688888),['دير الانبا بسنتاوس'],
Q185362,Point(33.975561111 28.555830555),"['دير القديسة كاترين, دير سنت كاترين, سانت كاترين', 'دير سانت كاترين']",
Q2088356,Point(32.35 28.923888888),['دير الانبا انطونيوس'],
Q29513944,Point(34.299577 27.8925),['مسجد المصطفى'],
Q31076325,Point(31.25409 30.030713),['جامع قنيبي المحمدي'],
Q2422298,Point(31.230083333 30.005416666),"['الكنيسه المعلقه, كنيسة المعلقة', 'الكنيسة المعلقة']",
Q3407598,Point(31.2608 30.0433),"['كنيسة السيدة العذراء حارة الروم, كنيسة العذراء المغيثة بحارة الروم, كنيسه العذراء المغيثه بحاره الروم', 'كنيسة العذراء المغيثة']",
Q40377967,Point(31.2944055 30.083415),"['مسجد جمال عبدالناصر', 'مسجد جمال عبد الناصر']",
Q14207595,Point(31.011944444 27.357777777),['دير مارمينا المعلق'],
Q14207565,Point(32.706111111 25.69575),['دير الانبا باخوم'],
Q488773,Point(32.55055556 28.84722222),['دير الانبا بولا'],
Q4120046,Point(30.276388888 30.356944444),"['دير البراموس', 'دير البراموس']",
Q5117950,Point(31.2308 30.0018),['كنيسة السيدة العذراء مريم بابليون الدرج الاثرية'],
Q5118067,Point(31.2574 30.0519),['كنيسة القديسة مريم حارة زويلة'],
Q91473147,Point(31.263404 30.05006),['مرزوق الاحمدي'],
Q4255999,Point(31.23166667 30.00638889),['كنيسة مارمينا القاهرة'],
Q4255568,Point(31.2311 30.0057),['كنيسة القديس جورج'],
Q14207587,Point(30.8734 29.1966),['دير الملاك غبريال'],
Q14207574,Point(30.505261111 28.9086),['دير الانبا صموئيل'],
Q14207564,Point(31.82 26.4775),['دير الانبا بسادة'],
Q14207593,Point(32.696638888 25.800630555),"['دير الملاك ميخائيل', 'دير الملاك ميخائيل القبلي']",
Q14207544,Point(28.912219444 25.5938),['دير ابو متى'],
Q43681587,Point(33.01433 31.016636111),"['مسجد الروضه', 'مسجد الروضة']",
Q6898392,Point(32.547777777 25.256944444),['دير الشهداء'],
Q202661,Point(31.645669444 26.534561111),"['دير الانبا شنودة رئيس المتوحدين', 'الدير الابيض']",
Q14207559,Point(31.8149 26.548611111),['دير مار جرجس الحديدي'],
Q14207588,Point(29.039308333 25.518827777),['دير الملاك'],
Q6898337,Point(29.666780555 30.853438888),['دير الشهيد العظيم مار مينا العجائبي بمريوط'],
Q11256333,Point(30.698330555 27.845561111),"['ابو فانا', 'دير ابو فانا']",
Q61685729,Point(31.604182 26.673383),"['مسجد باصونة', 'مسجد ال ابو ستيت']",
Q4255555,Point(31.2464 30.085),['كنيسة سانت تريز بشبرا'],
Q3517593,Point(32.7102 25.7342),"['معبدمونتو', 'معبد مونتو']",
Q1885762,Point(30.352777777 30.318888888),"['دير العذراء السريان', 'دير العذراء - السريان']",
Q7304611,Point(31.619761111 26.554830555),['الدير الاحمر'],
Q4115642,Point(30.556041666 25.476805555),"['معبدهيبس', 'معبد هيبس']",
Q14207556,Point(32.705619444 25.815411111),['دير مار بقطر'],
Q746382,Point(32.655786 25.716644),['معبد خونسو'],
Q99150217,Point(31.224722 30.028611),['مسجد صلاح الدين'],
Q64821139,Point(31.255433 30.050685),"['دير سيدة الانتقال للفرنسيسكان', 'دير ومركز الاباء الفرنسيسكان للدراسات الشرقية المسيحية']",
Q30082087,Point(31.276772222 30.030225),['كنيسة القديس سمعان الخراز'],
Q28519128,Point(31.2395 30.04683),['كاتدرائية البشارة للارمن الكاثوليك'],
Q1450280,Point(29.89458333 31.19463889),['كاتدرائية سانت كاترين'],
Q61829789,Point(31.121113 29.06461),['دير العذراء'],
Q2065935,Point(32.606572222 25.724961111),"['معبدمرنبتاح الجنائزي', 'معبد مرنبتاح الجنائزي']",
Q12244492,Point(30.555 25.486),"['مقابر البجوات', 'البجوات']",
Q100740625,Point(31.261273 30.043247),['دير الامير تادرس الشطبي'],
Q7401018,Point(31.2311 30.0057),"['كنيسه القديسه برباره', 'كنيسة القديسة بربارة']",
Q23976354,Point(31.2565 30.04307),['تكية الجلشاني'],
Q23760916,Point(31.325206 30.093624),['كنيسة البازيليك'],
Q104839251,Point(32.703722 25.848278),"['دير الانبا شنودة', 'دير الصليب المقدس']",
Q932622,Point(32.600833 25.72),['مدينة هابو'],
Q311581,Point(32.610555555 25.727777777),"['معبد الرمسيوم, معبدالرامسيوم', 'معبد الرامسيوم']",
Q5052324,Point(31.34447 30.10589),"['كاتدرائية سانت فاطيما ', 'القاهرة']",
Q57498873,Point(30.554249 25.484682),['كنيسة السلام'],
Q7591811,Point(29.9264 31.2106),"['كنيسة القديس الانبا تكلاهيمانوت بالابراهيمية, كنيسه القديس الانبا تكلاهيمانوت بالابراهيميه', 'كنيسة الانبا تكلاهيمانوت']",
Q7590259,Point(31.24357 30.07305),['كنيسة القديسة مريم مسرة'],
Q773565,Point(32.655466 25.711823),"['منطقة معبد موط', 'منطقة موت']",
Q12236354,Point(31.234748 30.042136),"['كنيسة قصر الدوبارة, كنيسة قصر الدوبارة الانجيلية', 'الكنيسة الانجيلية بقصر الدوبارة']",
Q134140,Point(31.625555555 22.336944444),"['ابوسمبل, ابو سمبل, معبد ابو سمبل, معبد ابوسمبل', 'ابو سمبل']",
Q104839492,Point(31.7926 26.5903),"['دير العذراء', 'دير السيدة العذراء مريم']",
Q1058753,Point(32.608680555 25.721427777),"['المعبدالجنائزي لامنحتب الثالث', 'المعبد الجنائزي لامنحتب الثالث']",
Q23973748,Point(31.27659 30.04665),['تكية احمد ابو سيف'],
Q61088123,Point(30.540115 25.456489),['كنيسة العذراء'],
Q16127527,Point(31.275145 30.071784),['الكنيسة البطرسية'],
Q14223965,Point(29.319519444 25.522669444),"['عين بربية ', 'عين بربيعة']",
Q23976387,Point(31.25899 30.02383),['خانقاه ومئذنة قوصون'],
Q11056,Point(31.254 29.85234111),['معبد بتاح'],
Q287375,Point(31.21241944 29.87471111),['سرابيوم سقارة'],
Q29297606,Point(30.989694444 30.790694444),['كنيسة مارى جرجس بطنطا'],
Q1477289,Point(31.2756 30.0722),"['الكاتدرائية المرقسية, الكاتدرائية المرقسية بالعباسية, كاتدرائية القديس مرقس القبطية الارثودوكسية, كاتدرائية مرقسية, كاتدرائيه القديس مرقس القبطيه الارثوذكسيه', 'كاتدرائية القديس مرقس القبطية الارثوذكسية']",
Q319841,Point(32.639166666 25.7),"['معبدالاقصر', 'معبد الاقصر']",
Q23976360,Point(31.25873 30.03269),['تكية تقي الدين البسطامي'],
Q67387351,Point(31.085429 29.251751),"['دير مارجرجس', 'دير مار جرجس']",
Q14223990,Point(28.846619444 28.356919444),['عين المفتلا'],
Q613037,Point(32.873333333 24.977777777),"['معبد ادفو', 'معبد ادفو']",
Q23975627,Point(31.27109 30.0425),"['تربة وخانقاه ام انوك', 'تربة وخانقاه خوند طغاي']",
Q820028,Point(32.578480555 25.695219444),['دير الشلويط'],
Q107299178,Point(31.215063 27.282078),['دير ابو اسحاق'],
Q57499033,Point(30.555187 25.486727),['كنيسة الخروج'],
Q660692,Point(32.606944 25.738056),"['معبدحتشبسوت', 'معبد حتشبسوت']",
Q14222266,Point(25.544919444 29.201680555),['ام عبيدة'],
Q98767300,Point(32.556092 25.291825),['كنيسة السيدة العذراء'],
Q61829148,Point(30.996841 29.243841),"['دير ابا اسحاق والعذراء, دير ابا اسحق والعذراء, دير السيدة العذراء', 'دير الحمام']",
Q47166968,Point(31.720861111 29.981194444),"['كاتدرائية ميلاد المسيح مصر', 'كاتدرائية ميلاد المسيح']",
Q23976368,Point(31.24892 30.03668),['خانقاه سعد الدين بن الغراب'],
Q245062,Point(32.87749 24.01377),"['Philae, اجيليكا, جزيرة اجيليكا, جزيرة فيلة, معبد فيله', 'فيلة']",
Q12732310,Point(31.247056 30.000013),"['اضرحة السبع بنات, مشهد السبع بنات', 'اضرحة السبع بنات']",
Q104839389,Point(31.7901 26.6068),['دير الملاك ميخائيل'],
Q57724109,Point(33.682773 27.368961),['ابو شعر'],
Q104839283,Point(32.704942 25.848009),"['دير ابو الليف, دير انبا اندرياسي', 'دير القديس اندراس ابو الليف']",
Q291241,Point(32.54555556 22.80138889),"['معبدالدكة', 'معبد الدكة']",
Q104839432,Point(31.7914 26.5983),['دير الشهداء'],
Q6400398,Point(31.26381 30.05158),"['خانقاه بيبرس الجاشنكير, مسجد جمال الدين استادار', 'خانقاه بيبرس الثاني']",
Q2009417,Point(31.194166666 29.904166666),"['معبدالشمس ني-اوسر-رع', 'معبد الشمس ني-اوسر-رع']",
Q1536148,Point(31.91666667 26.18333333),"['المعبدالجنائزي لسيتي الاول', 'المعبد الجنائزي لسيتي الاول']",
Q978503,Point(32.8721 23.6197),"['معبدطافا', 'معبد طافا']",
Q1243401,Point(32.928055555 24.451944444),"['معبد كوم امبو, معبدكوم امبو', 'معبد كوم امبو']",
Q656040,Point(32.60077778 25.71983333),"['معبدرمسيس الثالث', 'معبد رمسيس الثالث']",
Q3517508,Point(32.866388888 23.961944444),"['بيت الوالي, معبدبيت الوالي', 'معبد بيت الوالي']",
Q1881992,Point(31.91633333 26.18644444),"['معبدرمسيس الثاني ', 'ابيدوس', 'معبد رمسيس الثاني ', 'ابيدوس']",
Q1214008,Point(30.901 27.65),['معبد اتون الكبير'],
Q14207694,Point(28.813311111 25.664830555),['دير الحجر'],
Q2301943,Point(31.199044 29.900039),['معبد الشمس لاوسكارف'],
Q1306397,Point(32.65760803 25.71875),['فناء امون-رع'],
Q1318945,Point(30.642130555 29.193119444),"['ماضي مدينه, مدينة ماضي', 'ماضي']",
Q14551916,Point(32.60638889 25.73722222),"['المعبدالجنائزي لمنتوحوتب الثاني', 'المعبد الجنائزي لمنتوحوتب الثاني']",
Q958997,Point(25.5475 29.1866),"['الوحي امون', 'معبد الوحي امون']",
Q14218440,Point(30.5709 25.25145),['قصر الزيان'],
Q735254,Point(32.670278 26.141667),"['معبد دندرة', 'مجمع معابد دندرة']",
Q7698721,Point(32.262222222 22.7325),"['معبدالدر', 'معبد الدر']",
Q104844844,Point(32.893345 24.084079),['معبد ايزيس'],
Q104866814,Point(32.89301 24.085955),['معبد دوميتيان'],
Q11944144,Point(32.600561111 25.716938888),['قصر العجوز'],
Q1548443,Point(58.389166666 23.583888888),"['مسجد السلطان قابوس الكبير', 'جامع السلطان قابوس الكبير']",
Q22686662,Point(57.529722222 22.855277777),['جامع السلطان قابوس بنزوى'],
Q29514082,Point(56.75695 24.31268),['جامع السلطان قابوس بصحار'],
Q17009591,Point(43.47388889 11.35388889),"['جامع التضامن الاسلامى', 'مسجد القبلتين']",
